protocol_id,x,elem_id,text,segmentation,seg_type,speaker,comments,facs,github,full_text
prot-198990--117,62,i-XJHmN8rucW8mokHZXNhaxf,Herr talman! Jag ber att få tacka statsrådet Perss,u,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5695,Herr talman! Jag ber att få tacka statsrådet Persson för svaret på de frågor som Ann-Cathrine Haglund och jag har framställt.
prot-198990--117,62,i-2v8SNV4CdPwhJdyZfS8SXo,Ann-Cathrine Haglund är på grund av tjänsteresa i,u,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5699,Ann-Cathrine Haglund är på grund av tjänsteresa i Frankrike tyvärr förhindrad att vara här i dag.
prot-198990--117,62,i-NxxEVVkTfcaU5o6UYnxMPx,I hastigheten råkade statsrådet förväxla våra fråg,u,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5703,I hastigheten råkade statsrådet förväxla våra frågor. Det var jag som frågade hur man kan trygga de fristående skolornas existens. Ann-Cathrine Haglund frågade om statsrådet avser att föreslå att ett nytt statsbidragssystem utformas som är sådant att de fristående skolorna inte diskrimineras. Den här förväxlingen spelar dock ingen roll. Frågorna rör sig ju ändå om samma sak.
prot-198990--117,62,i-NpBLs28srTavm8gVQcfb8n,Tyvärr kan man konstatera att de fristående skolor,u,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5711,"Tyvärr kan man konstatera att de fristående skolorna för närvarande har stora problem. Waldorfskolan i Norrköping, Rudolf Steinerskolan, är stängd sedan tre veckor tillbaka på grund av brist på medel."
prot-198990--117,62,i-FgaSgMzzk1DzQYDi9x5USe,Detta gör att i synnerhet det sista avsnittet i st,u,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5716,"Detta gör att i synnerhet det sista avsnittet i statsrådets svar får mig att aktualisera frågan om det behövs tvingande regler i det nya statsbidragssystemet också för de kommunala bidragen. Den frågan var uppe 1988 här i riksdagen. I budgetpropositionen sade statsrådet Göran Perssons företrädare — det framgår av det då aktuella betänkandet — att han ansåg det vara ”rimligt att en kommun betalar bidrag till en fristående skola för elever som är mantalsskrivna i kommunen med ett belopp som i princip motsvarar den besparing kommunen gör genom att slippa betala t.ex. skolmåltider och läromedel”. Statsrådet var dock inte beredd att förorda en absolut regel med denna innebörd. ”De flesta kommuner får betala redan i dag enligt denna princip”, sade statsrådet då."
prot-198990--117,62,i-EBpLBbdRdxsKo2ve9oKaX5,Utskottet anslöt sig till vad som hade anförts i p,u,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5730,"Utskottet anslöt sig till vad som hade anförts i propositionen. Det står i det aktuella betänkandet: ”Har skola godkänts enligt skollagens föreskrifter så att barn i kommunen har rätt att fullgöra sin skolplikt där, följer därav som en logisk konsekvens att barn vid sådan skola bör få del av förmåner om vilka kommunen beslutar beträffande skolpliktiga barn. Eljest skulle barn till vissa kommuninvånare särbehandlas.”"
prot-198990--117,62,i-Tsx9GUuGwMnXmd2kgAQfeZ,Likställigheten ifrågasätts nu. I Norrköping t.ex.,u,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5739,"Likställigheten ifrågasätts nu. I Norrköping t.ex. står man för 7 70, i Kal-"
prot-199495--043,125,i-MgZF4j8kYDtSZB6qDJ75ct,Det finns exempel där anhöriga anställts för en ar,u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11544,Det finns exempel där anhöriga anställts för en arbetstid som långt överskrider 40 veckotimmar.
prot-199495--043,125,i-JJUHekxcRavougK7zB3n2Q,Fru talman! I propositionen föreslås också att möj,u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11550,"Fru talman! I propositionen föreslås också att möjligheter öppnas för landsting och kommuner att i vissa fall träffa avtal om kostnadsansvar för boende som avses i LSS. Detta har sin grund i kommunaliseringen av omsorgen och avvecklingen av vårdhemmen, vilket i vissa fall leder till stora ekonomiska påfrestningar och då speciellt för mindre kommuner."
prot-199495--043,125,i-UHseTirx2zqtjQJkRqHLVJ,"Ett helt enigt utskott står bakom dessa punkter, o",u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11560,"Ett helt enigt utskott står bakom dessa punkter, och vi föreslår också att ikraftträdandet beträffande"
prot-199495--043,125,i-37uprsuQKhQLT7RMr7scMV,LSS/LASS senareläggs med en månad till den 1 febru,u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11566,LSS/LASS senareläggs med en månad till den 1 februari 1995. Skälet till detta är att många hört av sig till oss och påtalat den korta omställningstid som blir resultatet av att riksdagen fattar beslut i denna fråga så nära inpå årsskiftet.
prot-199495--043,125,i-QfzwBxLET9mQjms4UQjEFU,Enighet råder också beträffande den frågeställning,u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11574,"Enighet råder också beträffande den frågeställning som Susanne Ebersteins motion So4 innehåller, där hon pekar på behovet av att landsting och kommuner kan träffa avtal om kostnadsansvar även för familjehemsplacerade barn. Utskottet utgår ifrån att regeringen kommer att överväga den frågan utan att något initiativ behöver tas av riksdagen."
prot-199495--043,125,i-4F5RjdsXyCt9EzmzFxbaNj,Fru talman! Skiljelinjen i utskottet handlar om sy,u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11584,"Fru talman! Skiljelinjen i utskottet handlar om synen på avvecklingen av vårdhemmen. Lagstiftningen är entydig: avvecklingsplaner skall upprättas och lämnas in till Socialstyrelsen före årets utgång. Någon ändring av lagstiftningen har inte skett, men däremot uttalade den förutvarande borgerliga utskotts- och riksdagsmajoriteten i samband med beslutet om"
prot-199495--043,125,i-PcyR8o5WCR1F7CRuN8frAs,LSS/LASS att vårdhemmen skulle kunna vara kvar.,u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11594,LSS/LASS att vårdhemmen skulle kunna vara kvar.
prot-199495--043,125,i-MVfCTQcGKB9E3byregYXEn,I två motioner från Moderaterna respektive kds upp,u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11599,"I två motioner från Moderaterna respektive kds upprepas nu detta krav, vilket resulterat i en reservation som har stöd av de förutvarande regeringspartierna och Miljöpartiet."
prot-199495--043,125,i-4oL6LfqaBEibeQkTvJSxhy,Fru talman! Frågan om avvecklingen av specialsjukh,u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11606,"Fru talman! Frågan om avvecklingen av specialsjukhus och vårdhem är för oss socialdemokrater en fråga om människosyn. Det handlar om alla människors lika värde, att alla skall få möjlighet att växa i rätt miljö och med rätt förutsättningar. Vårdhemmen är ingen bra miljö. Det går inte heller att göra om vårdhem till gruppboende på ett tillfredsställande sätt."
prot-199495--043,125,i-3ujw3SkcjubaKeLtNSbfU2,Det är viktigt att vårdhemmen blir en parentes i v,u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11616,Det är viktigt att vårdhemmen blir en parentes i vårdoch omsorgshistorien. Det finns så oerhört många människor som kuvats och tryckts ned i vårdhemsmiljön. Blotta namnet sänder kalla kårar utefter ryggraden på många människor i vårt samhälle.
prot-199495--043,125,i-W7KGkDy7Yx6LonmGF1tFWX,Många av oss i utskottet har träffat Åke Johansson,u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11624,Många av oss i utskottet har träffat Åke Johansson. Han besökte utskottet förra mandatperioden och berättade mycket gripande om sitt liv och tiden på
prot-199495--043,125,i-AfkyidWLErVtwo9kUoaEXW,"""sinneslöanstalt"". Jag hoppas att de som fått ""Åke",u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11631,"""sinneslöanstalt"". Jag hoppas att de som fått ""Åkes bok"" också läst den. Den ger en skrämmande bild av en mörk epok i vår historia när det gäller vår syn på handikapp."
prot-199495--043,125,i-EK8CnGg6CcxPim1Vo5ZzYY,Jag anklagar inte generellt de som var verksamma p,u,,,,http://data.riksdagen.se/fil/0154E552-976D-4FC8-9799-877D6DBF4628#page=112,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11638,"Jag anklagar inte generellt de som var verksamma på dessa anstalter. Inte heller anklagar jag dem som trodde att detta var det naturliga sättet att ta hand om de medmänniskor som var något annorlunda än genomsnittet och som dessutom kanske hade flera funktionshinder, även osynliga sådana."
prot-199596--005,29,i-DMebvWAjPJrAFD5HLpRNpe,Fru talman! Lennart Brunander har frågat mig om re,u,,,,http://data.riksdagen.se/fil/927BCF7F-57AC-4B8D-84C5-E620AA15C8D7#page=30,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3452,Fru talman! Lennart Brunander har frågat mig om regeringen är beredd att utforma ett förslag till mjölkpension för att frigöra mjölkkvot.
prot-199596--005,29,i-YEPSytC4mSkcwi254EM86X,Jag håller med Lennart Brunander när han i sin frå,u,,,,http://data.riksdagen.se/fil/927BCF7F-57AC-4B8D-84C5-E620AA15C8D7#page=30,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3459,Jag håller med Lennart Brunander när han i sin fråga konstaterar att Sveriges landskvot är för liten i förhållande till den produktionsförmåga som i dag finns hos landets mjölkproducenter. Det är alltid problematiskt att införa ett system som är produktionsbegränsande. Landskvoten är en begränsning. Om svenska mjölkproducenter producerar mer än 3 303
prot-199596--005,29,i-URNeXuusVnBvsKrT1dPpr,miljoner kg måste en tilläggsavgift betalas till E,u,,,,http://data.riksdagen.se/fil/927BCF7F-57AC-4B8D-84C5-E620AA15C8D7#page=30,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3469,miljoner kg måste en tilläggsavgift betalas till EU.
prot-199596--005,29,i-GNTpibNPnPfoz5UEjNPqDh,Det finns en möjlighet till omfördelning av mjölkk,u,,,,http://data.riksdagen.se/fil/927BCF7F-57AC-4B8D-84C5-E620AA15C8D7#page=30,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3474,"Det finns en möjlighet till omfördelning av mjölkkvoter inom mjölkkvotssystemet. Omfördelning sker via de köp- och säljtillfällen som Statens jordbruksverk kommer att administrera. Mjölkproducenter som har fått mjölkkvot kan sälja hela eller delar av kvoten medan de som vill producera mer än den kvot de innehar kan köpa sig en större kvantitet. Jordbruksverket har fastställt att för nästa köp- och säljtillfälle är priset 1,50 kr/kg mjölk. Det finns möjlighet att prioritera vissa köpare framför andra vid dessa köpoch säljtillfällen. Jag anser att det kan vara rimligt att under det första köp- och säljtillfället ha en viss prioritering av utökare och nystartare."
prot-199596--005,29,i-8J5TMSCQF6R7qaUTeEV5jx,Dessa köp- och säljtillfällen är alltså en åtgärd,u,,,,http://data.riksdagen.se/fil/927BCF7F-57AC-4B8D-84C5-E620AA15C8D7#page=30,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3488,Dessa köp- och säljtillfällen är alltså en åtgärd som avser att lösa de problem som Lennart Brunander pekar på. Innan vi har sett effekterna av köp- och säljtillfällen är det enligt min mening för tidigt att börja diskutera ytterligare åtgärder.
prot-199596--005,29,i-8c495LyDBhTUcfMXugLc3G,Av vad jag nu har sagt framgår att regeringen inte,u,,,,http://data.riksdagen.se/fil/927BCF7F-57AC-4B8D-84C5-E620AA15C8D7#page=30,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3496,Av vad jag nu har sagt framgår att regeringen inte har för avsikt att utforma ett förslag till mjölkpension.
prot-199596--005,29,i-NeRz9oKPa7GEiqKMDuBJua,Anf. 20 LENNART BRUNANDER (c),intro,,,,http://data.riksdagen.se/fil/927BCF7F-57AC-4B8D-84C5-E620AA15C8D7#page=30,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3501,Anf. 20 LENNART BRUNANDER (c)
prot-199596--005,29,i-WkfYsEhGrG9bZJy3NVa1vA,Fru talman! Jag tackar jordbruksministern för svar,u,,,,http://data.riksdagen.se/fil/927BCF7F-57AC-4B8D-84C5-E620AA15C8D7#page=30,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3505,Fru talman! Jag tackar jordbruksministern för svaret. Eftersom det är negativt kan jag inte säga att jag är nöjd.
