protocol_id,x,elem_id,text,segmentation,seg_type,speaker,comments,facs,github,full_text_x,full_text_y
prot-1912--ak--008,20,i-E7FLZxot8EEcTmC7Uc1fnV,Nr 8.,margin,,,,https://betalab.kb.se/prot-1912--ak--8/prot_1912__ak__8-020.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1912/prot-1912--ak--008.xml#L1566,,Nr 8.
prot-1912--ak--008,20,i-9RhDExqtaBwYrog3FuMQWV,Ang. ändring i förordningen om tiodrig preskriptio,margin,,,,https://betalab.kb.se/prot-1912--ak--8/prot_1912__ak__8-020.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1912/prot-1912--ak--008.xml#L1569,,Ang. ändring i förordningen om tiodrig preskription och om dårsstämning. (Forts.)
prot-1913--ak--038,23,i-PAAJ6FTjyqJvEFzBRvy6jq,Nr 38.,margin,,,,https://betalab.kb.se/prot-1913--ak--38/prot_1913__ak__38-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1847,,Nr 38.
prot-1913--ak--038,23,i-ENcnz6429kTypCHRgU4oEF,Angående anteckning i kyrkobok av lekmannadop.,margin,,,,https://betalab.kb.se/prot-1913--ak--38/prot_1913__ak__38-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1850,,Angående anteckning i kyrkobok av lekmannadop.
prot-1913--ak--038,23,i-S3uzJABbGyXnP7ayxmdzfo,(Forts.),margin,,,,https://betalab.kb.se/prot-1913--ak--38/prot_1913__ak__38-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1854,,(Forts.)
prot-1913--ak--038,23,i-Jm8HhTbhxrHSyNmcikqeTY,"24 Lördagen den 26 april, e. m.",margin,,,,https://betalab.kb.se/prot-1913--ak--38/prot_1913__ak__38-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1858,,"24 Lördagen den 26 april, e. m."
prot-1913--ak--038,23,i-GDCJ2ovsSgJCQYFXhcRojm,"och säger ifrån, hur det är. Om jag vädjar till ka",u,,,,https://betalab.kb.se/prot-1913--ak--38/prot_1913__ak__38-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1862,,"och säger ifrån, hur det är. Om jag vädjar till kammarens Jurister bär, så är jag alldeles säker på, att de giva mig rätt i denna sak. Man söker i vår tid, då det gäller att få till stånd lagförslag, att få fram ord och meningar, som folket kan begripa sig på. Men jag förstår icke, varför man behöver ha bestämmelser, som man egentligen icke förstår vad de betyda. Om vid det senaste riksdagsmannavalet, då resultatet var känt, det stått i alla Sveriges tidningar, att herr Persson i Stallerhult var »icke vald av socialdemokraterna», så hade det av alla ansetts vara oriktigt, men om det däremot stått, att han var »vald av högern», så hade det varit mera rätt. Liksom också, om man säger, att herr Hallén är »icke vald av högern», så är det oegentligt, men om man säger, att han är vald av socialdemokraterna, så är det rätt."
prot-1913--ak--038,23,i-Qi4j8nsupMhPzU1AoedJdM,"Vi se saken så och hålla före, att det är en ordni",u,,,,https://betalab.kb.se/prot-1913--ak--38/prot_1913__ak__38-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1879,,"Vi se saken så och hålla före, att det är en ordningsfråga, och jag yrkar därför på, att den skall redas ut på sådant sätt, att det blir ordning i den."
prot-1913--ak--038,23,i-YEbvqWrig1Ti9EXatAwSqE,Herr Månsson:,intro,,,,https://betalab.kb.se/prot-1913--ak--38/prot_1913__ak__38-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1885,,Herr Månsson:
prot-1913--ak--038,23,i-3EwxscyB4G9z8zrw7cSD3d,"Herr talman, mina herrar! Det är ju så, att vi oft",u,,,,https://betalab.kb.se/prot-1913--ak--38/prot_1913__ak__38-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1889,,"Herr talman, mina herrar! Det är ju så, att vi ofta ha sådana här frågor till behandling i kammaren och att de taga mycken tid. Men då den frikyrkliga rörelsen nu är erkänd i vårt land, synes det mig att man med litet god vilja skulle från statskyrkligt håll kunna tillmötesgå de önskningar,"
prot-1913--ak--038,23,i-BU4gKhqR3rg6FP2x3mg6ea,'som här hava uttalats. På samma gång må man dock ,u,,,,https://betalab.kb.se/prot-1913--ak--38/prot_1913__ak__38-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1898,,"'som här hava uttalats. På samma gång må man dock önska,"
prot-1913--ak--038,23,i-XFr7zSvn1gKVZLPVTydGqr,"att de frikyrkliga i sin tur visa tillmötesgående,",u,,,,https://betalab.kb.se/prot-1913--ak--38/prot_1913__ak__38-023.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1903,,"att de frikyrkliga i sin tur visa tillmötesgående, när det blir tal om tolerans mot andra olika tänkande i religiösa frågor, och när det gäller religionsfrihet för andra än medlemmar av frikyrkoförsamlingarna eller deklarerade anhängare av statskyrkan. Dessa ofta återkommande småstrider borde man, synes det mig, en gång för alla kunna utjämna genom en enda lagstiftningsakt, och det skulle nog gå, om det på båda sidor funnes litet god vilja och kristlig anda och icke bara maktlystnad, ty sådan finnes både hos den gamla kyrkan, från vilken man vill taga en bit, och hos de nya samfund, som sedermera kommit upp. Man förstår den anda, som numera förbittrar dessa strider, när man hör ett sådant anförande som det herr Olsson hållit här. Han befarade, att om det icke mera skulle behöva vara en församlingsföreståndare till att förrätta dopet, utan att vilken lekman som helst skulle kunna göra detta, så skulle det kunna hända, att dopförrättaren bleve en, som han sade, »i socialt hänseende ärelös person». Jag tror dock icke, att man i de frikyrkliga hemmen släpper in socialt ärelösa personer för att döpa barn. Men å andra sidan kan man märka den föga mindre hätska anda, som råder på frikyrkligt håll, och som framträder i vissa tidningar, såsom vi hört av de artiklar, som delvis upplästs här. Jag tror icke detta verkar gott, och det är ingen uppbygglig syn för dem, som tro, att kristendomen ännu är av en viss betydelse för många och stora delar av vårt folk. Här"
prot-1914-a-fk--005,2,i-KxNQGQh4SHqJ7TfdDjE7A3,Onsdagen den 21 januari. 3 Nr d.,margin,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L221,,Onsdagen den 21 januari. 3 Nr d.
prot-1914-a-fk--005,2,i-JroVPCNwkevUmBut4d5oSL,Härefter vidtogs enligt givna bestämmelser fördeln,note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L224,,"Härefter vidtogs enligt givna bestämmelser fördelningen av platserna mellan de olika valsedelgrupperna, och befunnos därvid nedannämnda personer hava blivit till suppleanter i utskottet valda i följande ordning:"
prot-1914-a-fk--005,2,i-TU5DsdT1QonYxPwYqdexjr,"herr Åström från »nationella partiet», > Berglund,",note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L231,,"herr Åström från »nationella partiet», > Berglund, Fredrik > >»liberala samlingspartiet», >» Ekelund > »nationella partiet>, >» Nilsson, Johan » > » > Bruce > »liberala samlingspartiet», > Svensson > nationella partiet, greve Posse > > > herr Lindh >» »liberala samlingspartiet», greve Hamilton, Carl = » »nationella partiet», herr Asplund > »socialdemokratiska gruppen», > Widell > nationella partiet, > Almer > liberala samlingspartiet."
prot-1914-a-fk--005,2,i-TEA3fSHuC4kBi9QuEBBN4e,Företogs val av tio suppleanter i bevillningsutsko,note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L241,,"Företogs val av tio suppleanter i bevillningsutskottet. Därvid avlämnades 143 valsedlar, som godkändes och efter partibeteckning ordnades i tre särskilda grupper så, att en grupp bildades av 87 valsedlar med överskrift »nationella partiet», en andra grupp av 44 valsedlar med överskrift »liberala samlingspartiet» och en tredje grupp av 12 valsedlar med överskrift »socialdemokratiska gruppen»."
prot-1914-a-fk--005,2,i-LYwYriFkS8yTNGWf8m2djS,"Härpå bestämdes till den utsträckning, som för uts",note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L250,,"Härpå bestämdes till den utsträckning, som för utseende av föreskrivet antal suppleanter var nödigt, för varje grupp ordningen mellan namnen å gruppens valsedlar, och blevo därvid med iakttagande av härför stadgade grunder namnen uppförda så, som här efteråt sägs."
prot-1914-a-fk--005,2,i-3dtSibGZyLxoeY3XAN3DDz,För »nationella partiet> uppfördes såsom,note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L258,,För »nationella partiet> uppfördes såsom
prot-1914-a-fk--005,2,i-APk8sFji7hfsXow97iLJzw,"ar 1 herr Östberg, Johan,",note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L262,,"ar 1 herr Östberg, Johan,"
prot-1914-a-fk--005,2,i-Pyw2yqgVxHwyjuEWUea3yj,"» 2 » Danström,",note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L266,,"» 2 » Danström,"
prot-1914-a-fk--005,2,i-NUYQru5NudHeyzeNxDkZhk,"» » Hallin,",note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L271,,"» » Hallin,"
prot-1914-a-fk--005,2,i-Rtkmz8jRQTMwCC76ztmZC,"» » Knaust,",note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L276,,"» » Knaust,"
prot-1914-a-fk--005,2,i-5GuSmGYvXAhjs4jA9YYgfK,"» » Forssmann,",note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L281,,"» » Forssmann,"
prot-1914-a-fk--005,2,i-BdU2Ewy36Z6aAna6ULNFz2,"» » Magnusson, Carl Th., » » Bondeson,",note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L286,,"» » Magnusson, Carl Th., » » Bondeson,"
prot-1914-a-fk--005,2,i-94JRTyuHZTRwRhx5c5WgwB,vilka sju namn i denna följd upptagits å gruppens ,note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L290,,vilka sju namn i denna följd upptagits å gruppens alla valsedlar. För »liberala samlingspartiet» uppfördes såsom
prot-1914-a-fk--005,2,i-B6nSusTVQJfWDzvyJPyaZ5,"nr 1 herr Ljunggren, Elof, » 2 » Nilsson, Karl Aug",note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L294,,"nr 1 herr Ljunggren, Elof, » 2 » Nilsson, Karl August, » 3 » Roman,"
prot-1914-a-fk--005,2,i-3jvDnWoBdpRxTPLcK6Xg1G,vilka tre namn i denna följd upptagits å gruppens ,note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L298,,"vilka tre namn i denna följd upptagits å gruppens alla valsedlar. För »socialdemokratiska gruppen» uppfördes herr Wickman,"
prot-1914-a-fk--005,2,i-FiEZN8YC8rp9Vm3AQm5ZWZ,vilket enda namn förekom å gruppens alla valsedlar,note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L302,,vilket enda namn förekom å gruppens alla valsedlar.
prot-1914-a-fk--005,2,i-2VGMRCGyoKehv6Dr2KSyoe,= FP OVR 02,note,,,,https://betalab.kb.se/prot-1914-a-fk--5/prot_1914_a_fk__5-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L305,,= FP OVR 02
prot-1915--ak--006,37,i-BdcSyZA9WdgbVNo5j5NgD8,Nr 6.,margin,,,,https://betalab.kb.se/prot-1915--ak--6/prot_1915__ak__6-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1915/prot-1915--ak--006.xml#L2908,,Nr 6.
prot-1915--ak--006,37,i-9227BhvyNtwk8pAS2SbMFs,Remiss av 7,margin,,,,https://betalab.kb.se/prot-1915--ak--6/prot_1915__ak__6-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1915/prot-1915--ak--006.xml#L2911,,Remiss av 7
prot-1915--ak--006,37,i-66Z7fJciCN2HHscsULUwT8,statsverksropositionen. (Forts.),margin,,,,https://betalab.kb.se/prot-1915--ak--6/prot_1915__ak__6-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1915/prot-1915--ak--006.xml#L2915,,statsverksropositionen. (Forts.)
prot-1915--ak--006,37,i-36s3nuCm1WUn7qdt3eYnWg,38 Lördagen den 23 januari.,margin,,,,https://betalab.kb.se/prot-1915--ak--6/prot_1915__ak__6-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1915/prot-1915--ak--006.xml#L2919,,38 Lördagen den 23 januari.
prot-1915--ak--006,37,i-81Mfy95eorZdpmgN1VPHmU,"ligen exporten fortgått hela tiden, men exportmöjl",u,,,,https://betalab.kb.se/prot-1915--ak--6/prot_1915__ak__6-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1915/prot-1915--ak--006.xml#L2923,,"ligen exporten fortgått hela tiden, men exportmöjligheterna äro för närvarande icke så värst stora; och för att det icke skulle bli stockningar på järnvägarna och stockningar i exporthamnarna, hava genom civilministerns och min försorg vissa förhandlingar varit förda, så att exporten blivit i viss grad begränsad och reglerad, anordningar, som varit tillämpade sedan medio av november. Emellertid, hur mycket exporten än fått vara fri, har tills dato dock icke mer än 60,000 djur exporterats åt olika håll; och om vi då beräkna, att man vill sätta ned kreatursstammen med 180,000 djur, så framgår ju härav, att någon överdriven export icke förekommit."
prot-1915--ak--006,37,i-UqEtnFtKFM35tT5P8L35fr,"Om icke exporten får fortgå, bliver naturligtvis f",u,,,,https://betalab.kb.se/prot-1915--ak--6/prot_1915__ak__6-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1915/prot-1915--ak--006.xml#L2937,,"Om icke exporten får fortgå, bliver naturligtvis följden den, att det allt för stora kreatursantal, som måst bibehållas allt för fort förtär den befintliga fodertillgången. Bäst är då att man genast på hösten kan avpassa kreatursbesättningarna, så att det antal djur, som skola vinterfordras, avpassas efter fodertillgången. Ty att behålla en stor mängd kreatur och svältföda dem är sannerligen ingen god ekonomi vare sig för djurägaren eller för dem, som skola köpa av ladugårdsprodukterna. Det har visat sig, att under höstens och vinterns lopp smörproduktionen minskats med ungefär 25 Jo, under det att den nedslaktning, som varit, icke minskat koantalet med mera än ungefär 3 Jo. Vad kan då orsaken vara till den minskade smörproduktionen? Jo, utan tvivel, att lantmännen hava mindre att ge sina djur, och att den mjölkkvantitet, som dessa lämna därigenom har minskats. För min del tror jag därför att det rent av är ett intresse även för den konsumerande allmänheten att exporten får obehindrat fortgå."
prot-1915--ak--006,37,i-CZWtdVHfjYAyLzJFvy4LM4,Det nu sagda gäller om nötkreatursexporten. Men de,u,,,,https://betalab.kb.se/prot-1915--ak--6/prot_1915__ak__6-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1915/prot-1915--ak--006.xml#L2957,,"Det nu sagda gäller om nötkreatursexporten. Men det gäller också, och i långt högre grad, om fläskexporten. Vår svinuppfödning är inriktad på export. I samma ögonblick som exporten hämmas, vågar folk icke — och det gäller här i stort sett just de allra minsta jordbrukarna — att fortsätta med sin uppfödning av smågrisar. Under krisens första dagar blev ju här en mycket stor rusning efter livsförnödenheter. Kronan behövde förse sina förråd, och det visade sig allvarlig brist på många ställen, särskilt i städerna. Därför beslöts också att utfärda exportförbud, ett exportförbud som hölls i en månads tid; och jag kan försäkra herrarna, att jag har ganska vissa uppgifter om att den månadens exportförbud inverkade så pass menligt på svinuppfödningen i landet, att vi säkerligen få ganska ledsam känning därav en 7—8 månaders tid därefter. Hellre än att köpa dyr säd för att kunna behålla sina smågrisar, togo svinuppfödarna livet av dem; och det är alldeles givet, att det kommer att bli brist, när den tiden kommer, att de smågrisarna skulle varit färdiga att som fullvuxna slaktdjur ingå i marknaden."
