protocol_id,x,elem_id,text,segmentation,seg_type,speaker,comments,facs,github
prot-1957--ak--009,29,i-FWxvFAHmcs9JBn1JH3CHfi,Denna tullsänkningsplan kom emellertid aldrig upp,u,,,,https://betalab.kb.se/prot-1957--ak--9/prot_1957__ak__9-030.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1957/prot-1957--ak--009.xml#L2976
prot-1957--ak--009,29,i-PL1UsdR96S1Tv8KJTX37Ge,Förslaget beträffande frihandelsområdet syftade vi,u,,,,https://betalab.kb.se/prot-1957--ak--9/prot_1957__ak__9-030.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1957/prot-1957--ak--009.xml#L2984
prot-1957--ak--009,29,i-Hj2tQWvYcgFUZiQzHgh2Jd,"Vad angår den inom OEEC igångsatta utredningen, fö",u,,,,https://betalab.kb.se/prot-1957--ak--9/prot_1957__ak__9-030.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1957/prot-1957--ak--009.xml#L2996
prot-1958-b-fk--002,12,i-Cwu1B2te6ttLXooD3q7z6U,14 Nr B 2,margin,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1117
prot-1958-b-fk--002,12,i-9JX5gBMUPbJw9E1wiRGanf,Statsverkspropositionen m. m.,margin,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1120
prot-1958-b-fk--002,12,i-6AkXYrcKLNGkaRts6D5Etx,joner kronor. Lägges härtill bankernas innehav av,u,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1124
prot-1958-b-fk--002,12,i-V5KHdCGY9J3m6SqZEkJh4m,Jag har anfört dessa siffror för att bevisa hur fö,u,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1132
prot-1958-b-fk--002,12,i-7wHJwGFDfm6VR9DciDArem,"Tages även hänsyn till bostadskrediterna, visar de",u,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1140
prot-1958-b-fk--002,12,i-Gp4peGCy2RQUF6hpvRLNoM,"Jag har velat nämna dessa siffror, så att centerpa",u,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1149
prot-1958-b-fk--002,12,i-P4nfxAyrQrU2Er9pmZ8KFF,"Nu invänder kanske någon, att det har gått bra i a",u,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1154
prot-1958-b-fk--002,12,i-Gxraq8PjfTcEqEBZc2haPp,Med hänsyn till att det nuvarande ftillståndet i V,u,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1162
prot-1958-b-fk--002,12,i-A7i3serZRKMEtsU8wA3pt1,Onsdagen den 2 juli 1958 fm.,margin,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1169
prot-1958-b-fk--002,12,i-TbaYcA3dZVDCPLAvVmoJBU,"Egentligen är det emot alla gamla regler, att vi s",u,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1173
prot-1958-b-fk--002,12,i-TJSEM8gUFYLHqSqioSTtTM,"Hur kan det då komma sig, att pengarna trots denna",u,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1184
prot-1958-b-fk--002,12,i-6YmXqgY6Y9RJYVAYgewVNJ,Studerar man hur mycket de enskilda sparar blir in,u,,,,https://betalab.kb.se/prot-1958-b-fk--2/prot_1958_b_fk__2-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1958/prot-1958-b-fk--002.xml#L1204
prot-1959--fk--008,15,i-QJ4kJgqgRa2NGkagGxvCe5,16 Nr 8,margin,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1507
prot-1959--fk--008,15,i-Trv69euk7kw6dAFL7zxyu,Fredagen den 13 mars 1959,margin,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1510
prot-1959--fk--008,15,i-Jye8BHDzuHpJV7xXxJFZbs,Om värdesäkring av vissa former av långsiktigt spa,margin,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1513
prot-1959--fk--008,15,i-NcBSFgXw9tc1VvL9YdiA2R,"Den, som bifaller vad bankoutskottet hemställt i s",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1516
prot-1959--fk--008,15,i-J2TktmHjvgvNYNNmBCFJEJ,Sedan kammarens ledamöter intagit sina platser sam,note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1521
prot-1959--fk--008,15,i-AcCZiYBHC3FHYRyBuc1wp,"Då emellertid herr Ewerlöf begärde rösträkning, ve",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1527
prot-1959--fk--008,15,i-F72EbupuKHsWGLikQi8oRZ,Ja — 63; Nej — 40.,note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1532
prot-1959--fk--008,15,i-QB6Hg8vre51kFNRZpsC2Y5,"Därjämte hade 2 ledamöter tillkännagivit, att de a",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1535
prot-1959--fk--008,15,i-EGqyrPtBHiq7jEmcBMF4Jc,Föredrogos ånyo första lagutskottets utlåtanden:,note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1539
prot-1959--fk--008,15,i-6S1QCS1igSCPnodwJDb5ZR,"nr 8, i anledning av en av justitieombudsmannen ti",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1542
prot-1959--fk--008,15,i-AyKECzm8QDBXMbPGC6MVeC,"nr 13, i anledning av väckt motion angående ändrad",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1547
prot-1959--fk--008,15,i-AtZxMScHujEidRsyZnUBWh,Vad utskottet i dessa utlåtanden hemställt bifölls,note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1551
prot-1959--fk--008,15,i-8cZx84rMtHrPp1CS8LxhyM,Anmäldes och bordlades följande till kammaren över,note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1554
prot-1959--fk--008,15,i-TfgPrzyVqxFRgx5ZhW2Rrx,"nr 81, angående anslagsbehovet för budgetåret 1959",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1558
prot-1959--fk--008,15,i-BifbKtv9ZyjKiLkWizvTeH,"nr 87, angående anslag till vissa byggnadsarbeten ",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1562
prot-1959--fk--008,15,i-B8FaZXGGq1r9A8W2PZZBpt,Anmäldes och bordlades,note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1566
prot-1959--fk--008,15,i-9tg6rUUC27Ahu2MWwpgwRy,konstitutionsutskottets utlåtanden:,note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1569
prot-1959--fk--008,15,i-7zmvvNESRFLy1VSrpNCXcm,"nr 4, i anledning av väckt motion angående remitte",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1572
prot-1959--fk--008,15,i-KmHLu2Q6MwnNKHqYn4eDpu,"nr 5, i anledning av väckta motioner angående ändr",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1576
prot-1959--fk--008,15,i-5xVNfY369J8HoZXRZFtays,"nr 6, i anledning av väckt motion om nya former fö",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1580
prot-1959--fk--008,15,i-RXZ7AZ3BVkAnDpaNRsAdpY,"nr 7, i anledning av väckt motion om sådan ändring",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1584
prot-1959--fk--008,15,i-5d5JNukbY3wd2BtCJ4RnM3,"nr 8, i anledning av väckta motioner angående ansk",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1588
prot-1959--fk--008,15,i-F6U3PttBG2h6EggeVca9WG,"nr 9, i anledning av väckta motioner angående tids",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1592
prot-1959--fk--008,15,i-M99sst9kEh8UZeoPBrcRg1,"nr 10, i anledning av Kungl. Maj:ts proposition me",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1596
prot-1959--fk--008,15,i-R2mdEn9LXYMXD5Zt9BGEvG,sammansatta konstitutionsoch första lagutskottets,note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1601
prot-1959--fk--008,15,i-QgeQGzEGuV1NX4RPP9Mn4G,"nr 2, i anledning av väckta motioner angående ändr",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1604
prot-1959--fk--008,15,i-YFAdPFu7YG5qSRjGihy2qc,"nr 3, i anledning av väckta motioner angående redo",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1608
prot-1959--fk--008,15,i-NfYNmsxyW4TG1WguQff6VE,statsutskottets utlåtanden:,note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1612
prot-1959--fk--008,15,i-E1b8TTykcNwqaNUVfKhZ3y,"nr 43, i anledning av Kungl. Maj:ts i statsverkspr",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1615
prot-1959--fk--008,15,i-2ZXSzGF752GMtjJZAftahu,"nr 44, i anledning av Kungl. Maj:ts i statsverkspr",note,,,,https://betalab.kb.se/prot-1959--fk--8/prot_1959__fk__8-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1621
prot-1960--fk--014,34,i-XzLjLMbmbovrYkH1hXSGpL,Onsdagen den 27 april 1960 fm.,margin,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3575
prot-1960--fk--014,34,i-Q2MvogCv2trcKb7e8P6ovC,Nr 14 35,margin,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3578
prot-1960--fk--014,34,i-6d97TqfHNxiYgTpX7gjATe,"Ang. ändring i lagen om folkpensionering, m. m.",margin,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3581
prot-1960--fk--014,34,i-8v2cFedyEnb4V8DCUsY56,"nya änkepensionerna utan inkomstprövning, medan in",u,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3585
prot-1960--fk--014,34,i-A5ocqQE3ntC2rXntr2BKxQ,Förslaget innebär vidare att barnpensioner å 1000,u,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3596
prot-1960--fk--014,34,i-QGaX9ecZ4dm9kA79EphcCq,Propositionen ansluter sig i det väsentliga till r,u,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3607
prot-1960--fk--014,34,i-6c2M1TTSqpts61sApYXzsK,Merkostnaderna för staten har beräknats till 306 m,u,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3617
prot-1960--fk--014,34,i-Dm9m8agXzAS8ay3rXeb4dP,I anledning av propositionen har väckts ett flerta,u,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3624
prot-1960--fk--014,34,i-WRooXc1jBFR8HpUNXcJtN6,"nerna, eftersom dessa i vissa fall innehåller lagt",u,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3631
prot-1960--fk--014,34,i-3vJJjxb5sbnMdfEDUu9ZSZ,Beträffande standardhöjningen yrkas i motionerna 1,u,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3640
prot-1960--fk--014,34,i-Ch7rTiWiagkZf2nFQZH2EV,I reservation nr IX av herrar Thorsten Larsson och,u,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3647
prot-1960--fk--014,34,i-T7cX9usXzMtbqfqJCRt5hG,"I reservation nr X av samma reservanter, d. v. s. ",u,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3654
prot-1960--fk--014,34,i-7jDJY2vTikCeJono3tndp2,Herr Thorsten Larsson har nu här i sitt anförande,u,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3662
prot-1960--fk--014,34,i-PLDU98Y5WE7Nt9eBGJNEcW,När förslaget till folkomröstning utarbetades anga,u,,,,https://betalab.kb.se/prot-1960--fk--14/prot_1960__fk__14-034.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3673
prot-1961--ak--030,101,i-6TvZVDtTyosd1Fb5yA4KxF,102 Nr 30,margin,,,,https://betalab.kb.se/prot-1961-höst-ak--30/prot_1961_höst_ak__30-101.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1961/prot-1961--ak--030.xml#L9791
prot-1961--ak--030,101,i-77Tshx7yXYFi41aPpMyyfU,Onsdagen den 15 november 1961,margin,,,,https://betalab.kb.se/prot-1961-höst-ak--30/prot_1961_höst_ak__30-101.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1961/prot-1961--ak--030.xml#L9794
prot-1961--ak--030,101,i-5pvrp76gYCXwAjFUXqStKH,"Försäkring för allmän tilläggspension, m. m.",margin,,,,https://betalab.kb.se/prot-1961-höst-ak--30/prot_1961_höst_ak__30-101.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1961/prot-1961--ak--030.xml#L9797
prot-1961--ak--030,101,i-WgRC7cn8aHqCdJBQYqm7A,"emellertid inte förneka, att gällande bestämmelser",u,,,,https://betalab.kb.se/prot-1961-höst-ak--30/prot_1961_höst_ak__30-101.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1961/prot-1961--ak--030.xml#L9801
prot-1961--ak--030,101,i-F4R9jsM4dto1pBfp9M8AKU,"Det är riktigt, att systemet ännu varit så kort ti",u,,,,https://betalab.kb.se/prot-1961-höst-ak--30/prot_1961_höst_ak__30-101.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1961/prot-1961--ak--030.xml#L9807
prot-1961--ak--030,101,i-VAymaCRPstrB79bDPjuM48,I proposition nr 100 till 1959 års riksdag underst,u,,,,https://betalab.kb.se/prot-1961-höst-ak--30/prot_1961_höst_ak__30-101.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1961/prot-1961--ak--030.xml#L9814
prot-1961--ak--030,101,i-5VgVB88qKd6dU8CBHt7NjM,"de förutsättningar, som angavs i 1959 års proposit",u,,,,https://betalab.kb.se/prot-1961-höst-ak--30/prot_1961_höst_ak__30-101.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1961/prot-1961--ak--030.xml#L9836
prot-1961--ak--030,101,i-6PQUYZc7xKNxC33RrKszfa,"Jag har, herr talman, inget eget yrkande utan ber ",u,,,,https://betalab.kb.se/prot-1961-höst-ak--30/prot_1961_höst_ak__30-101.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1961/prot-1961--ak--030.xml#L9843
prot-1961--ak--030,101,i-NwVXNz5MYp4Z865ecxbz3x,Herr FÄLLDIN (cp):,intro,,,,https://betalab.kb.se/prot-1961-höst-ak--30/prot_1961_höst_ak__30-101.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1961/prot-1961--ak--030.xml#L9848
prot-1961--ak--030,101,i-7HMMPUdjFbwnf6S3aHw8C6,Herr talman! Jag hade i fjol en motion angående de,u,,,,https://betalab.kb.se/prot-1961-höst-ak--30/prot_1961_höst_ak__30-101.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1961/prot-1961--ak--030.xml#L9852
prot-1962--fk--014,31,i-AzfLKRgi51t9mjXiN3p3Ek,32 Nr 14,margin,,,,https://betalab.kb.se/prot-1962--fk--14/prot_1962__fk__14-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1962/prot-1962--fk--014.xml#L3165
prot-1962--fk--014,31,i-3skfEVpbMj2UYZ5zX4ACcA,Fredagen den 30 mars 1962,margin,,,,https://betalab.kb.se/prot-1962--fk--14/prot_1962__fk__14-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1962/prot-1962--fk--014.xml#L3168
prot-1962--fk--014,31,i-7U6zRicjq63WGsNaRWLCMb,Ang. särskilt stöd åt det mindre jordbruket,margin,,,,https://betalab.kb.se/prot-1962--fk--14/prot_1962__fk__14-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1962/prot-1962--fk--014.xml#L3171
prot-1962--fk--014,31,i-Mf5zAgXiWnpnQBqrrRVJAB,"na, så att småbruket finge en förstärkning av det ",u,,,,https://betalab.kb.se/prot-1962--fk--14/prot_1962__fk__14-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1962/prot-1962--fk--014.xml#L3175
