protocol_id,x,elem_id,text,segmentation,seg_type,speaker,comments,facs,github,full_text_x,full_text_y
prot-1868--ak--0401,25,i-EFhjy2C2h3XFat3aiAUqKu,Hvad Richert betecknade såsom målet för ifrågavara,u,,,,https://betalab.kb.se/prot-1868--ak--0401/prot_1868__ak__0401-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1868/prot-1868--ak--0401.xml#L1878,,"Hvad Richert betecknade såsom målet för ifrågavarande lagstiftning, det vill man nu knappast erkänna såsom ett steg framåt. För min del ställer jag mitt mål i detta fall lika radikalt som någon af reservanterne, och jag har till Statsråds-protokollet uttryckligen törklarat, att jag anser den Kongl. Propositionen endast innefatta en öfvergångslag; men det hindrar mig icke att anse den utgöra ett ganska stort steg, ja antagligen så stort, att våra bysättningshäkten, om förslaget antages, skola komma att stå i det närmaste tomma; ty jag kan ej fatta, hvarför man skulle mera undandraga sig den ifrågasatta eden än den i konkurssaker föreskrifna eller den, som sterbhusdelegare äro skyldige att, då det påfordras, inför domstolen aflägga. Då saken dessutom nu befinner sig i det läge, att man åtminstone vid denna riksdag icke lärer kunna komma längre än den Kongl. Propositionen föreslår, synes det mig föga praktiskt att afslå densamma, helst då den på intet sätt för framtiden lägger hinder i vägen för ett fullständigt genomförande af reformen. Då en omarbetning af utsökningslagarne i deras helhet i alla fall skall företagas, kommer denna speciela förordning att af sig sjelf upphöra, och i den nya lagen komma väl icke andra stadganden att från den gamla lagen inflyttas än dem man finner rigtiga."
prot-1868--ak--0401,25,i-4EjNyewbjeJ5SNSQTPnMNK,Herr Ahlgren:,intro,,,,https://betalab.kb.se/prot-1868--ak--0401/prot_1868__ak__0401-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1868/prot-1868--ak--0401.xml#L1901,,Herr Ahlgren:
prot-1868--ak--0401,25,i-AEq7ze1shcxRuYiGhqMnyG,Då för ungefär fyra veckor sedan förevarande ärend,u,,,,https://betalab.kb.se/prot-1868--ak--0401/prot_1868__ak__0401-025.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1868/prot-1868--ak--0401.xml#L1904,,"Då för ungefär fyra veckor sedan förevarande ärende behandlades af denna Kammare, som dervid återremitterade Lag- Utskottets i ämnet afgifna Utlåtande, i ändamål att få bysättningen helt och hållet afskaffad, hade Första Kammaren ännu icke fattat beslut i ämnet. Sedan dess har emellertid sistbemälda Kammare, med afslag å Herr Bovins motion, antagit Kongl. Maj:ts nådiga Proposition, och derigenom befinner sig frågan nu i ett helt annat stadium, än då den sist härstädes behandlades. Nu beror det af Andra Kammaren, om någon lag skall stiftas i den syftning den Kongl. Propositionen afser, gående derpå ut att bysättningen skall partielt afskaffas, eller om nu gällande bysättningslagar tillsvidare skola bibehållas oförändrade. Endast emellan dessa båda alternativer har man nu att välja, och jag vill särskildt betona, att, när denna Kammare förra gången återremitterade ärendet, något beslut i ämnet då icke ännu var fattadt af Första Kammaren, så att man verkligen kunde hoppas medelst en återremiss komma derhän att genom lagstiftningen nu på en gång få bysättningstvånget helt och hållet afskaffadt. Enligt mitt förmenande befinnas stora bristfälligheter och olägenheter vidlåda så väl de nu gällande lagbestämmelserna inom ifrågavarande område som äfven det förslag, hvilket innefattas i den nådiga Propositionen, men då de nuvarande lagbestämmelserna äro, om jag så får uttrycka mig, mera"
prot-1869--ak--0417,9,i-9t1Krxak9MJKyknqMPKeWn,"Den 17 April, f. m. 261",margin,,,,https://betalab.kb.se/prot-1869--ak--0417/prot_1869__ak__0417-009.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1869/prot-1869--ak--0417.xml#L706,,"Den 17 April, f. m. 261"
prot-1869--ak--0417,9,i-2kaQebWuJ2NTZWRsBC7EN7,"För min del tror jag, att man i afseende å normalk",u,,,,https://betalab.kb.se/prot-1869--ak--0417/prot_1869__ak__0417-009.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1869/prot-1869--ak--0417.xml#L710,,"För min del tror jag, att man i afseende å normalkontraktet kan framställa den väsendtliga anmärkning, att detsamma icke medför sådan lindring, hvarpå de, som af indelningsverket äro betungade i detta hänseende, möjligen skulle kunna hafva anspråk. Hvad detta anspråk beträffar, vill jag i förbigående nämna, att jag icke betraktar detsamma från juridisk ståndpunkt, dels emedan derom redan nog mycket har blifvit kämpadt, och dels derföre att jag anser nödvändigheten att göra eftergifter hufvudsakligen grunda sig på billighetsoch klokhets-skäl. Betraktar jag deremot normalkontraktet från rent militärisk synpunkt, måste jag bekänna, att jag anser detta kontrakt, om det kunde komma till stånd, vara ett ganska väsendtligt steg framåt, dels derigenom att rekryteringsskyldigheten fråntages rustoch rotehållarne och lägges iarmébefälets händer, och dels derigenom att soldatens tjenstetid inskränkes. I dessa båda omständigheter har jag funnit ligga ett par af de mest väsendtliga brister, som vidlåda det gamla indelningsverket, och måste derföre uttrycka min tillfredsställelse att de blifvit föreslagna att afhjelpas."
prot-1869--ak--0417,9,i-DWjadsnoraruQSZK31R9dH,I afseende på den ifrågasatta lindringen innehålle,u,,,,https://betalab.kb.se/prot-1869--ak--0417/prot_1869__ak__0417-009.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1869/prot-1869--ak--0417.xml#L732,,"I afseende på den ifrågasatta lindringen innehåller normalkontraktet en betydlig fördel så till vida, som det genom att bestämma lönebidraget att utgöras blott med ett visst begränsadt mått spanmål, förenklar de besvär och de utgifter, rustoch rotehållarne hafva för den indelta soldatens underhåll och aflöning. Jag känner väl icke närmare till beskaffenheten af de olika slags lönevilkor som i afseende å soldatens underhåll nu måste utgöras, emedan min hemort är indelad till båtsmanshåll, men då jag hört aflöningssättet vara nästan detsamma för soldaten som för båtsmannen, kan jag sluta mig till soldatrotehållets skyldigheter, derigenom att jag varit i tillfälle finna, hvilka trakasserier och olägenheter samt stora och ojemna kostnader, som, derföre att lönen måste utgå med bidrag af mångahanda olika arter: i penningar, spanmål, hö, halm, kobete, kåltäppa, juloch reskost m. m., äro förenade med skyldigheten att underhålla båtsmän. Vi nere i min ort hafva härpå ett färskt exempel från sistlidet år, då, såsom bekant, svår missväxt ej blott på spanmål utan ock på foder der inträffade; under denna för dem mycket bekymmersamma tid, då de icke vetat hvar de skulle anskaffa penningar för att köpa föda både åt sig sjelfva och sina kreatur, hafva rotehållarne måst betala en så dryg lösen för det hö, som de varit skyldige lemna sina båtsmän, att utgiften derföre blifvit flera gånger större än under vanliga förhållanden. För att undslippa detta för rotehållaren skadliga förhållande, att han, just då han har svårast att sjelf draga sig fram, skall vara nödsakad att göra så mycket drygare utbetalningar till sin båtsman eller sin soldat, samt för att derjemte komma till mera enkelhet och bestämdhet i afseende på aflöningens utgörande, måste det derföre vara förenadt med stor fördel, om den lindring kan åstadkommas, att rotehållaren får sig ålagdt eller medgifvet att årligen betala helst en viss summa penningar eller åtminstone ett visst qvantum säd, men derigenom blir befriad från andra ovissa och ojemna besvär och omkostnader."
prot-1869--ak--0417,9,i-Fv1BwC7Q286X2yNcGY5zzL,Deremot anser jag normalkontraktet ega ett stort f,u,,,,https://betalab.kb.se/prot-1869--ak--0417/prot_1869__ak__0417-009.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1869/prot-1869--ak--0417.xml#L768,,"Deremot anser jag normalkontraktet ega ett stort fel derutinnan, att detsamma föreslagits skola gälla lika för hela landet, ty samma förhållanden kunna icke vara rådande i Skåne och i Norrland, i ett väl odladt och tätt befolkadt slättland som i ett ouppodladt och glest bebygdt"
prot-1870--fk--0428,17,i-H3rwmQAr96hQLUuE6gKwMa,"170 Den 28 April, f. m.",margin,,,,https://betalab.kb.se/prot-1870--fk--0428/prot_1870__fk__0428-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1286,,"170 Den 28 April, f. m."
prot-1870--fk--0428,17,i-MdJrF2Y3tT58Ye8U6x6mJE,"myndigheten att bestämma, huru stor denna vinst sk",u,,,,https://betalab.kb.se/prot-1870--fk--0428/prot_1870__fk__0428-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1290,,"myndigheten att bestämma, huru stor denna vinst skall blifva. Att derför, såsom den föregående talaren ansåg, tillse att städerna ej tillegna sig något af de 3:delar, som tillkomma landstingen och hushållningssällskapen, det kan väl ej den kontrollerande myndigheten göra. Handelsvinsten är nemligen beroende icke på kannetalet, som bolaget anses afyttra, utan på det pris, hvartill bränvinet realiseras, och detta är omöjligt för Konungens Befallningshafvande att bestämma. Deremot tror jag, att Konungens Befallningshafvande i allmänhet uppfattat såsom en pligt att, vid pröfningen af anbud, tillse, att hushållningssällskapens och landstingens rätt ej trädes för nära; åtminstone vet jag, att man inom Blekinge län sökt göra det. Skulle man nu vilja arrangera så, att Konungens Befallningshafvande skulle slippa en sådan pröfning, vore väl inga mer belåtna dermed än just dessa myndigheter, hvilka ofta komma i en obehaglig ställning till städerna i följd af den nu gällande lagstiftningen. En talare nämnde äfven, att om ett bolag bestode af personer, hvilka hvar för sig ej skulle vara berättigade eller tjenliga att drifva sådan rörelse, skulle man ej kunna komma att låta dem i bolag bedrifva den; men jag tror, att Konungens Befallningshafvande just har rätt att jemväl med afseende på personernas tjenlighet antaga eller förkasta de bolag, som anmäla sig. För min del får jag yrka afslag på ifrågavarande punkt."
prot-1870--fk--0428,17,i-Qt5pk2jyyzp3KNVuXKXvhU,Herr Tornerhjelm:,intro,,,,https://betalab.kb.se/prot-1870--fk--0428/prot_1870__fk__0428-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1315,,Herr Tornerhjelm:
prot-1870--fk--0428,17,i-163giKRrUt2aHqMhADhUBL,"Innan jag yttrar mig närmare om saken, ber jag få ",u,,,,https://betalab.kb.se/prot-1870--fk--0428/prot_1870__fk__0428-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1319,,"Innan jag yttrar mig närmare om saken, ber jag få underrättelse derom, huruvida Medkammaren afgjort denna unkt, och om något officielt meddelande om dess beslut kommit denså Kammare till handa. i;"
prot-1870--fk--0428,17,i-KN8v5PnR6UNiGbQHCbfYMV,"I anledning häraf tillkännagaf undertecknad, att, ",note,,,,https://betalab.kb.se/prot-1870--fk--0428/prot_1870__fk__0428-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1325,,"I anledning häraf tillkännagaf undertecknad, att, enligt ett nyss ankommet intyg från Andra Kammarens sekreterare, nämnda Kammare afslagit allt hvad Bevillnings-Utskottet i förevarande Betänkande hemställt och föreslagit, endast med undantag af 41:sta, 46:te och 53:dje punkterna, hvilka bifallits, samt den 55:te punkten som återförvisats."
prot-1870--fk--0428,17,i-6kjJcS54XVaH7Q1ft2qNPj,Herr Tornerhjelm:,intro,,,,https://betalab.kb.se/prot-1870--fk--0428/prot_1870__fk__0428-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1333,,Herr Tornerhjelm:
prot-1870--fk--0428,17,i-Thm87VtjcUsNabZC2pF1de,"Sedan man nu erhållit upplysning, att Utskottets f",u,,,,https://betalab.kb.se/prot-1870--fk--0428/prot_1870__fk__0428-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1337,,"Sedan man nu erhållit upplysning, att Utskottets förslag nästan i sin helhet blifvit afslaget i Andra Kammaren, så kan jag ej finna, hvad denna diskussion tjenar till. Jag vill visserligen ej derför gå grannlagenheten för nära; men då så många vigtiga ämnen återstå, så anser Jag, att man borde vara rädd om tiden."
prot-1870--fk--0428,17,i-9J3u6rQVCSbBqAwyGn16UV,"Hvad sjelfva frågan vidkommer, så har en represent",u,,,,https://betalab.kb.se/prot-1870--fk--0428/prot_1870__fk__0428-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1346,,"Hvad sjelfva frågan vidkommer, så har en representant från Blekinge stridt mot den orättvisa, som sker landsting och hushållningssällskap, att de ej skulle komma i åtnjutande af den andel, som dem med rätta tillkommer; och såsom representant för landsbygden är jag honom tacksam för hans omtanke i det afseendet, men jag fruktar, att en rättelse icke så lätt står att vinna genom lagstiftningsåtgärder derom. En talare här till höger har yttrat, att, oaktadt frågan vore i Andra Kammaren afgjord, så borde man afslå 2 mom. i 10 8:en af den gamla författningen; men jag hemställer hvad detta skulle tjena till, då ena Kammarens beslut i det afseendet ej komme"
prot-1871-urtima-fk--0918,17,i-RFMdtXXDAKH2ypoKLmjzLH,48 Den 18 September.,margin,,,,https://betalab.kb.se/prot-1871-urtima-fk--0918/prot_1871_urtima_fk__0918-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1871/prot-1871-urtima-fk--0918.xml#L1227,,48 Den 18 September.
prot-1871-urtima-fk--0918,17,i-46C86ckHJu5qidTAXn8JNs,arméen på samma systematiska grund som den preussi,u,,,,https://betalab.kb.se/prot-1871-urtima-fk--0918/prot_1871_urtima_fk__0918-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1871/prot-1871-urtima-fk--0918.xml#L1231,,"arméen på samma systematiska grund som den preussiska arméen, hvilken utan tvifvel är den bästa, kan man icke betrakta det närvarande förslaget annorlunda än som ett öfvergångsförslag, såsom af flere talare blifvit antydt, och för min del får jag då säga, att detta öfvergångsförslag är, såvidt jag kunnat finna, under nuvarande förhållanden det lyckligaste. Visserligen hafva angående den ekonomiska sidan af saken åtskilliga anmärkningar blifvit framställda, men äfven dessa äro 1 allmänhet af obetydligt värde, och jag tror, för min del, att när man närmare granskar dem, torde de icke vara så särdeles att fästa sig vid. Å ena sidan har en talare yttrat, att man velat bevaka Kronans rättigheter, och å andra sidan åter har blifvit sagdt, att förslaget skulle innebära för stora eftergifter; men om man betraktar verkliga förhållandet, och hurudan rustoch rotehållarnes mening är, så tror jag, att äfven i detta afseende förslaget skall leda till en lycklig lösning af förhållandena."
prot-1871-urtima-fk--0918,17,i-QGUjTG3xvtUX1B4h9Uo5C2,Beträffande 2 $ i förslaget angående förändrade be,u,,,,https://betalab.kb.se/prot-1871-urtima-fk--0918/prot_1871_urtima_fk__0918-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1871/prot-1871-urtima-fk--0918.xml#L1250,,"Beträffande 2 $ i förslaget angående förändrade bestämmelser 1 fråga om rustoch rotehållarnes åligganden, der det talas om stuga, fähus och kåltäppa, hafva visserligen flere talare sagt, att detta stadgande, om det antoges, skulle hos oss utveckla ett backstugusystem; men jag tror icke att detta skulle blifva förhållandet, ty soldaten har ju dessutom lön och pension; och då kan han väl icke sägas tillhöra backstugusittarnes klass. Vidare har man fruktat, att dessa backstugusittare skulle komma att föröka fattigbördan i kommunerna, men detta torde vara en öfverflödig spökrädsla. Jag tror, att, om man vill hålla fast vid, att soldaten skall vara fästad vid jorden, man icke kunnat lyckligare lösa detta, då man icke vill, att soldaten skall hafva torp såsom hittills. I vissa provinser blir det visserligen en ganska stor tunga att uppföra stuga åt soldaten, men om detta förslag till förordning går igenom, är det klart att man öfverallt kommer att få uppföra nya stugor, ty det är ej sagdt, att man, hvarhelst ett soldattorp nu finnes, kan afsöndra en sådan liten kåltäppa, som här är i fråga, utan man måste väl i allmänhet uppföra en ny stuga åt honom på annat ställe."
prot-1871-urtima-fk--0918,17,i-XMkTqLeeanpH2uEHjgCtGB,"Jag tror emellertid, att den lyckligaste lösning v",u,,,,https://betalab.kb.se/prot-1871-urtima-fk--0918/prot_1871_urtima_fk__0918-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1871/prot-1871-urtima-fk--0918.xml#L1273,,"Jag tror emellertid, att den lyckligaste lösning vore den, om man kunde gå så långt i medgifvande, att man i de provinser, der för närvarande icke fordras någon stugubyggnad för soldaten, kunde underlåta att derom förordna, och i stället läte det bero på enskild öfverenskommelse emellan rustoch rotehållarne och soldaten. Detta skulle utan tvifvel vara en god medelväg, som gerna skulle accepteras af rustoch rotehållarne."
prot-1871-urtima-fk--0918,17,i-R9TKL5NYQz7cV3BssQqkJN,Här har blifvit sagdt af en talare i dag liksom i,u,,,,https://betalab.kb.se/prot-1871-urtima-fk--0918/prot_1871_urtima_fk__0918-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1871/prot-1871-urtima-fk--0918.xml#L1284,,"Här har blifvit sagdt af en talare i dag liksom i Lördags, att det icke vore rätt och biligt, att de rustoch rotehållare, som nu betala mera till sina soldater, än hvad de komme att genom den föreslagna medelsiffran 100 Riksdaler erlägga, skulle få en för stor eftergift, under det att andra, som för närvarande betala mindre än nämnda summa, härefter skulle få vidkännas högre aflöningskostnad än förut. I afseende härå vågar jag påstå, att den utväg, som Herr von Koch i sin motion anvisat och Grefve Hamilton omnämnt i Lördags, likasom Greive Mörner i dag, eller att man borde genom komitéer"
prot-1871-urtima-fk--0918,17,i-Mmzv3AQgKhEJZQvT36FxmD,eller,u,,,,https://betalab.kb.se/prot-1871-urtima-fk--0918/prot_1871_urtima_fk__0918-017.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1871/prot-1871-urtima-fk--0918.xml#L1298,,eller
prot-1872--fk--0424,22,i-9twBaJ7iXySpwSc3gLpgRP,"Den 24 April, £. m. 323",margin,,,,https://betalab.kb.se/prot-1872--fk--0424/prot_1872__fk__0424-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1872/prot-1872--fk--0424.xml#L1463,,"Den 24 April, £. m. 323"
prot-1872--fk--0424,22,i-PzoQjVXQaS3WoRrUAAJeru,"möjligen kunna leda till konseqvenser, hvarifrån o",u,,,,https://betalab.kb.se/prot-1872--fk--0424/prot_1872__fk__0424-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1872/prot-1872--fk--0424.xml#L1467,,"möjligen kunna leda till konseqvenser, hvarifrån oss Gud bevare. Jag anhåller om bifall till den framställda voteringspropositionen."
prot-1872--fk--0424,22,i-2YwQqQTPQwjQL6hyVsp8Bi,Herr von Gegerfelt:,intro,,,,https://betalab.kb.se/prot-1872--fk--0424/prot_1872__fk__0424-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1872/prot-1872--fk--0424.xml#L1472,,Herr von Gegerfelt:
