content,tag
"tagen och antalet dylika lägenheter sålunda vara alldeles för obetyd- Ang. rått til ligt, för att hänsyn behövde tagas till dem». Ja, det är verkligen 570 under ett naket uttalande, som utskottet presterar, utan något som helst be- I tdanderäts vis för, huru många lägenheter det finnes, när det gäller en upp- upplåtet låtelsetid av fem år eller en upplåtelsetid av tjugu år. Man har ut- = område. talat, att det ej skulle vara så många lägenheter, men man har ej — frortsö bevisat, hur många det är. Och om det skulle vara så, att det endast är ett fåtal -—— något, som utskottet utgår från -— anser utskottet, att man ej behöver taga hänsyn till detta fåtal lägenheter, när de gäller möjligheten att friköpa dem. Jag anser, att om det endast är ett fåtal lägenheter, det dock beror så mycket för dessas innehavare på, att de få friköpa dem, så att man bör taga hänsyn till fåtalet likaväl som till flertalet. Ty det betyder för dessa personer räddandet av deras hem. Och är det ett fåtal fall, anser jag, att hänsynen bör vara lika stor till detta fåtal fall som till det flertal, som man beräknar komma att falla över tjuguårstiden. ",seg
"Med hänsyn till denna omständighet, herr talman, skall jag be att få yrka på den ändringen i första paragrafen, att »tjugu år» utbytes mot »fem år». ",seg
"Herr von Sneidern: Herr talman, mina herrar! Jag vill endast göra den bemärkningen vid denna lag, att den nu har återkommit i precis samma skick, som den antogs av kammaren för endast ett år sedan. Under sådana omständigheter, då kammaren icke undergått någon större förändring, så har såväl vid propositionens framläggande som vid utskottets behandling av ärendet man utgått från den synpunkten, att man föreställt sig, att kammaren nu icke vill ställa sig på annan ståndpunkt än den, på vilken den så nyss ställt sig. Att ärendet återkommit beror, som vi veta, på att första kammaren avslog propositionen förra året. Jag skall därför icke nu ingå på någon längre framställning av de skäl, som gjort det nödvändigt att nu framlägga detta lagförslag så kort efter det 1918 års lag blivit av riksdagen antagen. ",seg
"Den anmärkning, som den föregående ärade talaren gjorde mot utskottets motivering, den är iven besvarad genom det påpekande jag nu gjort. Det är i ett citat ur förra årets utskottsutlåtande, som detta framhållits, visserligen med gillande av detta årets utskott, men det är även således någonting, som härleder sig från den föregående behandlingen. Den tid av tjugu år, som av Kungl. Maj:t föreslagits, har man ansett vara en lämplig sådan för att just träffa det, som med lagen åsyftas. Det är nu icke fråga om någon längre gående expropriationsrätt för jordbrukslägenheter och dylikt. En sådan är föremål för behandling av jordkommissionen. Detta är en provisorisk lagstiftning till förmån för lägenhetsinnehavare, d. v. s. att göra det möjligt för en bostadsinnehavare på ofri grund att friköpa lägenheten. Det är dem man vill hjälpa, och då har det gällt att mäkla rätt mellan de olika intressen, som här kunna göra sig gällande, dels husägarens och dels markägarens. ",seg
Nr 380. ,note
"30 Onsdagen den 17 mars, f. m. ",note
"Ang. vissa mig så mycket jord, utan skött den lilla jordbit jag har, så gott jag ",seg
delar av tull- förmått ,note
evillningen. (Forts.) ,note
"Om herr Månsson verkligen har intresse av att, som han påstår, landets jordbrukarestam uppehålles, så måste han tänka på, att icke den näringen får behandlas som en blindtarm till Sveriges övriga räringar. Vi jordbrukare begära, åtminstone gör jag det, att få bli lika berättigade och lika behandlade som andra medborgare och ingenting annat, och så länge jag har den åsikten, kan jag protestera och öppet se var och en i ansiktet, som vill påstå, att jag för mig själv och för den sambhällsgrupp, Jag tillhör, vill skaffa mig oberättigade fördelar på andras bekostnad. ",seg
"Herr Lindman: Herr talman! Jag skulle vilja begagna willfället att tacka herr Månsson för den komplimang, som han riktade till mig och som jag för egen del skulle kunna returnera till honom. Jag vill säga, liksom jag tror mången i denna kammare, att man i herr Månsson alltid finner en man, som söker sanningen. Det är emellertid klart, att man under sitt sanningssökande understundom kan komma på sned, och det kan väl hända oss litet var. Säkert vill inte heller herr Månsson säga, att icke även han kan råka ut för att, som man säger, hugga 1 sten någon gång. ",seg
"Följer man hans resonemang här, då han ordar om exportindustrier, småbrukare, hantverkare och storbönder, så låter det mycket naturligt, att om man producerar spannmål till högre pris genom att man har tullskydd, så kostar det mera, levnadskostnaderna stiga och således också exportvarorna, varmed betalningen skall ske. För närvarande ha vi spannmål i Sverige, men om vi icke hade tillräckligt med sådan här, så skulle saken te sig annorlunda. Herr Månsson vet, att råg och vete betalas av staten med 39 respektive 41 kronor per hundra kilogram. Alltså köpa vi upp de svenska jordbrukarnas säd till det priset. Samtidigt säger bevillningsutskottets ordförande, att det argentinska vetet kostar här i Sverige 60 kronor. Då tillåter jag mig fråga herr Månsson: Är det icke bättre, att vi ha säd i Sverige till 41 kronor, än att vi måste importera från Angentina och betala 60 kronor? Genom att man har det ordnat på detta sätt bli ju framställningskostnaderna på alla dessa produkter billigare än eljest. Att vi ha det på detta sätt, beror på att man under kristiden och tidigare genom tullskydd och andra åtgärder sökt driva upp brödsädesproduktionen i detta land. ",seg
"Antag nu, att man, som herr Månsson synes vilja göra, lämnar de s. k. större jordbruken vind för våg och icke bryr sig om att taga hand om dem som förut! Jag vill då först fästa uppmärksamheten på, att det är de större jordbruken. som det nu gäller, ty den verklige småbrukaren äter upp den säd, som han producerar i sitt eget hushåll, varför alltså det. som skall reserveras, för arbetarna och den övriga icke sädesproducerande befolkningen måste komma från jordbrukare, som ha något överskott att lämna. «Låt oss alltså antaga. att bönderna icke få det skydd som de anse vara rättmätigt och vilket vore en ersättning för det underskott, som kan uppkomma genom lägre priser på den utländska marknaden, hur går det då? Då blir natur- ",seg
"Lördagen den 17 april, f. m. 25 Nr 2 ",note
"då må jag spörja, om vi inte skulle hava rätt att noggrant pröva, huru Förslag till pass fast och säker denna grund blir murad. Nir man nu har sådan 9iftermålsbalk. brådska att genomdriva saken, att man låtit detta betänkande komma = (Forts.) in till riksdagens kamrar så, att man endast har två dagar på sig, då ",seg
man genom en liten enkel anordning kunde ha fått fem — det är icke ,seg
"mycket men alltid något mera — så tror jag, att denna brådska liksom ",seg
"brådskan att nu få förslaget avgjort, utan att låta oss vänta ett år ",seg
"eller så, den bottnar ytterst i en omedveten farhåga för att kvinnorna ",seg
"i landet, om och när de få rösträtt i denna fråga, kanske icke skulle ",seg
dela de »intresserade kvinnokretsarnas» och icke heller »juristernas» ,seg
syn på tingen. ,seg
"Det är också underbart att följa den förvandling, som försvaret av detta kungl. förslag genomgått under tidernas omskiftning. Den första fasen är den, som framträtt på nytt i herr statsrådets lovsång. Jag skulle vilja säga, att denna föreföll mig, när jag hörde iden, som en reminiscens från den första tiden, och det såg nästan ut, som om statsrådet icke riktigt följt med utvecklingen av försvaret till den ståndpunkt som nu utskottet intager. Det var en gång just utgångspunkten, detta prisande av förslaget såsom utomordentligt genom sin enkelhet och sin juristelegans, genom sin anpassning till det »nya» rättsmedvetande, som man upptäckt här i landet, och det prisades, därför att det tagit hänsyn till och förverkligat kvinnornas önskningar samt först och sist den skandinaviska enhetligheten i lagstiftningen. Så kom den andra fasen, när kritiken började, och i den fasen befann sig frågan, till dess den återfördes till den förra genom anförandet från statsrådsbänken i dag. Den andra fasen betecknas av att talet om skandinavismen sakta tystnade: Danmark visade ett större motstånd än man väntat, och ingen vet i denna stund, huru det kommer att Jär gå med lagförslaget i höst. Så mycket synes vara visst, att många omarbetningsförsök komma att göras. I Norge är förslaget ännu icke framlagt, och skandinavismen lärer icke vara i fara, om vi skulle vänta ännu en tid. Talet om juristelegansen har ock tystnat. Det var ett farligt tal, ty svaret blev i ekots form: »juristlag», men det var icke behagligt, Jet ville man icke höra, och då var det ju bättre att tala sakta om juristelegansen. I stället har det nu kommit två andra teser till försvar. Man har kommit först med tesen om lekmännens missförstånd av det juridiska innehållet; det lär vara så många lekmän, som 'mMissförstått vad förslaget innebär! Jag skall icke trötta kammaren med abt söka velerlägga talet om detta missförstånd; det har jag gjort i min reservation. De, som vilja taga kännedom om saken, kunna läsa det där. Jag har icke skrivit reservationen i hopp att den nu skulle allmänt läsas och begrundas, men kanhända de, som genom debatten föranledas att söka efter svar på en eller annan fråga. lättare kunna få det så, än om jag skulle upptaga tiden med att här framlägga, vad jag redan sagt i min reservation. Jag kan därför icke heller tillmötesgå statsrådets förhoppning att vilare bro- ",seg
"Onsdagen den 2 juni, e. m. 59 g Jun, ",note
"område de av motionären befarade monopoliseringssträvandena bliva verklighet torde en sådan utvecklig ej undgå statsmakternas uppmärksamhet.» Där ha vi det. Först skall det bli monopoliseringssträvanden, och sedan skall lagstiftningen komma efteråt, när det kanske är försent till stor del åtminstone. Ar det icke av betydelse och vikt i sådant fall att se till, att man är beredd på en sädan utveckling, som måste komma och säkerligen i många fall har kommit? ",seg
Vi stå nu inför detta fruktansvärda hot att icke kunna tillgodose ,seg
"vårt behov av kol från England och när som helst drabbas av exportförbud i varje händelse nästan digna vi under de oerhörda yrisen. ! Slutligen hänvisar utskottet till, att det har avgått en skrivelse till Kungl. Maj:t med begäran om vidtagande av vissa åtgärder mot truster och monopolistiska sammanslutningar. Den hänvisningen kommer liksom i förbigående på slutet. Men det är ju en helt annan sak. Det gäller här för övrigt icke blott truster och monopoliserande sammanslutningar, utan även enskilda, som slå sig på uttnyttjande i spekulationssyfte. Då hjälper skrivelsen i alla tall icke något. ",seg
"I det läge saken har, kan jag icke yrka bifall till motionen, som innefattar ett komplicerat antal yrkande och bland dem det yrkande, att man i sammanhang med denna skrivelse ville hos regeringen begära att det i en definitiv lag eller i en särskild lagstiftning skall meddelas föreskrifter, som betrygga torvens uttagande på sådant sätt, att den kvarvarande marken icke för all framtid blir oduglig för skogsodling. Det senare är en försiktighetsåtgärd, som i viss utländsk lagstiftning är vidtagen, och som också bör förekomma här. ",seg
"Emellertid som sagt för att icke komplicera saken, vill jag nu i detta sakernas tillstånd och under åberopande av, att åtminstone det socialdemokratiska partiet varit för saken vid tidigare tillfällen, hoppas att man ingalunda betraktar en dylik fråga som en partisak utan som en hjärtesak för nationen, och jag yrkar därför, att riksdagen ville hos regeringen begära övervägande av en lagstiftning rörande koncession för förvärv av ägande- och nyttjanderätt av större mossar. ",seg
"Det är den ena motionen. Vad nu den andra beträffar har utskottet tagit med den, men icke yttrat sig om den, och därför har utskottet också kommit till ännu mera vilseledande resultat om möjligt angående den än om den första. Den andra motionen rörde sig om att få en koncessionslagstiftning för förvärv av äganderätt — och nyttjanderätt — till större kalkstensfyndigheter samt till större grus- och lertag. Motionären åberopar, att även dessa saker äro av betydelse för allmänheten och för industrien. Kalkstensfyndigheterna erfordras för murbruksberedningen samt ha dessutom en ofantlig vikt för jordbruket och även för åtskilliga industrier, och grus- och lertagen äro av betydelse för tegel- och murbrukstillverkningen samt för gators och vägars byggande ",seg
Nr 57. ,note
Om koncession för förvärv av rätt till vissa naturtillgångar. (Forts.) ,note
"Onsdagen den 8 juni, f. m. 69 ",note
"till nästa riksdag. Denna valreform måste nämligen kompletteras med bestämmelser om sådana officiella valförberedelser, därest det icke skall uppstå en del obehagliga överraskningar, trassel och oreda vid valen. Det var det jag ville säga, och det fasthåller jag fortfarande. Jag framhöll också att orsaken till att jag inte kunde vara med på reservationen var den, att jag anser, att riksdagen bör beredas tillfälle att i ett sammanhang pröva hela frågan och sålunda även förslaget om officiella valförberedelser, samt vidare, att man inte skall besvära allmänheten och valmyndigheterna med ändringar i vallagen gång efter annan. ",seg
"Detta var skälen för det yrkande jag framställde och som jag, herr talman, vidhåller. ",seg
"Chefen för justitiedepartementet herr statsrådet Ekeberg: Herr talman! Vad konstitutionsutskottets ärade ordförande här har anfört kom för mig en smula överraskande, då jag vid resonemang med de sakunniga icke fått samma intryck som han. Jag vände mig därför nu till de sakkunnigas ordförande, som för mig mycket kategoriskt förklarade, att han anser, att det nu föreliggande förslaget, även om det skulle stanna vid detta, avgjort är att föredraga framför den nu gällande ordningen. Jag vill också framhålla, att det åberopade yttrandet på sidan 7€ i de sakkunnigas betänkande närmast är riktat mot ett införande av länsvalkretsar utan alla komplement. Men här föreslås ju dock i propositionen det komplement, som av de sakkunniga framhållits såsom det allra viktigaste, nämligen den förändrade sammanräkningsmetoden. ",seg
"Herr Vennerström: Jag vill i största korthet som norrlänning nedlägga en protest mot herr Olssons i Rösta metod att tala å hela Norrlands vägnar. Jag har nyligen varit hemma och blev då uppringd av redaktören för den ledande liberala tidningen i Ångermanland, nämligen Västernorrlands Allehanda. Han bad mig uttryckligen å sitt partis vägnar, att jag skulle i riksdagen inlägga en bestämd protest mot att herr Olsson i Rösta och hans medmotionärer skulle tala å det samfällda Norrlands vägnar. Jag har velat fullgöra det uppdraget, och jag vill därjämte tillägga, att även den ledande högertidningen i samma landskap, nämligen Härnösandsposten, har lika bestämt uttalat sig till förmån för de stora valkretsarna. ",seg
"Herr Olsson i Rösta: Herr talman! Jag ber att få framhålla, att jag inte talade å Norrlands vägnar i vidare mån, än att jag talade å ett flertal Norrlandsrepresentanters vägnar, vilka undertecknat den av mig avgivna motionen. Det var endast detta jag ville säga. ",seg
Andra kammarens protokoll 1921. Nr 55. 5 ,note
Nr 55. ,note
Om ändringar i lagen om val till riksdagen. ,note
(Forts. ,note
"Onsdagen den 15 juni, f. m. 89 Nr 60. z Gemensamma Trettonde omröstningen: omröstningar. ",note
"(enligt bankoutskottets memorial nr 75, punkt 1). ",note
"»Den, som i likhet med första kammaren vill bifalla vad utskottet hemställt eller att riksdagen må i nedannämnda delar godkänna följande lydelse av den vid avlöningsreglementet för befattningshavare vid riksdagens verk fogade tjänsteförteckningen: ",note
"Riksbanken. Huvudkontoret. 50 tjänstemän (1 aktnarie, 1 kontrollant å utrikesavdelningen, 1 arkivarie, 2 registratorer, 4 revisorer, 8 kagsörer, 1 föreståndare för sedelräkningsavdelningen, 1 föreståndare för mynträkningsavdelningen, 2 korrespondenter och 29 bokhållare) . . A 14 Avdelningskontoret i Göteborg. 8 tjänstemän (1 revisor, 1 registrator, 1 korrespondent, 3 kassörer och 2 bokhållare) . . .. ooo ooo... A 14 Avdelningskontoret i Malmö. 7 tjänstemän (1 revisor, 1 registrator, 1 korrespondent, 2 kas- ",note
sörer och 2 bokhållare) . . ooo ooo ss osv... A 14 Riksgäldskontoret. 2 IEVisOrer . soo ro rr rr rr rr rr rr rr or bra A 14 röstar Ja; ,note
"Den, det ej vill, röstar Nej; ",note
"Vinner Nej, har riksdagen i likhet med andra kammaren bifallit utskottets hemställan med följande ändringar i den till avlöningsreglementet hörande tjänsteförteckningen, nämligen: ",note
"under rubriken »Riksbanken, Huvudkontoret»; ",note
">25 tjänstemän (1 aktuarie, 1 kontrollant å utrikesavdelningen, 1 arkivarie, 2 registratorer, 3 revisorer, 4 kassörer, 1 föreståndare för sedelräkningsavdelningen, 1 korrespondent oeh 11 bokhållare) . . ooo ooo... ..... A 14 ",note
"25 tjänstemän (1 revisor, 4 kassörer, 1 föreståndare för mynträkningsavdelningen, 1 korrespondent och 18 bokhållare) A 132; ",note
att stycket ,note
»50 tjänstemän (1 aktuarie — — — 29 bokhållare) . . . A 14» utbytts mot följande två stycken: ,note
(Forts.) ,note
Fredagen den 15 april. IS ,note
"sätt kan övertyga herr Björkman och dem som tänka lika med honom. Jag kan nämligen icke frigöra mig från den tanken, att för de förbudstroende i förbudet ingått något rent av heligt, ett visst religiöst moment, något av dogm; och då hjälpa inga skäl. Det vill förefalla mig nästan, som om förbudsvännerna skulle betrakta förbudet som något mera än ett medel till att hjälpa oss fram till en bättre folknykterhet. De betrakta det som ett självändamål. Det tyckes icke hjälpa, att man skapar ett nyktert svenskt folk; det måste ske på det rätta sättet. För min del tror jag, att detta medel — förbudet — är overksamt och åtminstone under överskådlig tid närmast skadligt. ",seg
"Herr Winberg: Det skall icke falla mig in att här taga upp någon debatt med herr statsministern rörande den mönstergilla nykterhetslagstiftning, som vi enligt hans uppfattning lära ha här i landet, ty på den punkten skulle jag tro, att vi hava åtskilligt divergerande uppfattning. Jag skulle dock vilja säga, att med den erfarenhet man har om denna lagstiftnings verkan här i landet, vore det kanske skäl att uttala sig litet mindre bestämt om de mönstergilla egenskaper den har. ",seg
"Det var emellertid ett par moment i herr statsministerns första anförande, som gåvo mig anledning att begära ordet. Det första var att man enligt min uppfattning här har, såvitt jag kunde fatta, låtit arbetslöshetskommissionens uttalande i alltför hög grad bliva dominerande vid avgivandet av svar på den interpellation, som här framställts, och detta gäller särskilt arbetslöshetskommissionens uppfattning och uttalande, huruvida ett tillfälligt förbud möjligen skulle åstadkomma arbetslöshet för vissa grupper, som hittills icke hava drabbats därav. Det andra momentet var, att statsministern, såvitt jag kunde fatta, var av den ",seg
Nr 24. ,note
Ang. förbud mot detaljhandel med rusdrycker. ,note
(Forts.) ,note
"uppfattningen, att även om fullt giltiga skäl för genomförande av ett. ",seg
"tillfälligt förbud förelåge, skulle han ändock hesitera för att tillgripa någonting sådant av den anledningen, att det skulle bli nästan omöjligt alt med full kraft bekämpa den s. k. olagliga trafiken, som under ett förbudstillstånd alldeles säkert skulle komma att uppträda. ",seg
"Vad det första momentet beträffar skall jag icke här gå närmare in på detta. Naturligtvis är det klart, att den nu rådande arbetslösheten är en sak, som i hög grad influerar på ens uppfattning angående det lämpliga eller olämpliga i genomförandet av ett tillfälligt förbud. För min del anser jag dock, att det icke är enbart arbetslösheten, som är avgörande vid ställningstagandet i denna fråga. Jag utgår nämligen från att man menar något allvarligt, när man den ena gången efter den andra framhåller, huru allvarsamt läget är här i vårt land liksom i världen för övrigt, icke minst ur ekonomisk synpunkt, och hur vi måste spänna alla våra krafter för att komma igenom den kristid, vari vi nu befinna oss, så att icke vissa befolkningslager därvidlag taga alltför stor skada i fråga om sin ekonomiska ställning. Under sådana förhållanden menar jag, att även de samhällsgrupper, som äro nog lyckliga att icke drabbas av arbetslösheten, borde visa så pass mycken allmänanda, ",seg
Lördagen den 30 april. 19 - Nr 29. ,note
"Utskottet hade i det nu föredragna utlåtandet yttrat bland annat: Kapitalök”Utskottet får tillstyrka Kungl. Maj:ts förevarande förslag. Be- en för däne träffande den motionsvis gjorda framställningen om ökat anslag föftsfris studibändamålet får utskottet framhålla, att även om utskottet alltjämt be- lån. hjärtar det med anslaget avsedda syftet att bereda ökade studiemöjlig- (Forts.) heter åt begåvade fattiga studerande, utskottet dock icke ansett sig kunna tillstyrka, att för närvarande beviljas medel för ändamålet i större utsträckning än i statsverkspropositionen förutsatts. Utskottet hemställer, att riksdagen, med bifall till Kungl. Maj:ts förevarande förslag och med avslag å den av herr Björk i ämnet väckta motionen, i vad den skiljer sig från Kungl. Maj:ts förslag, må såsom kapitalökning för fonden för räntefria studielån på extra stat för år 1922 anvisa ett reservationsanslag av 200,000 kronor, att utgå av lånemedel.” ",note
"Vid utlåtandet fanns fogad en reservation av herrar O. U. B. Olsson, J. Nilsson i Malmö, A. Anderson i Råstock, O. H:son Waldén och C. R. Jansson i Falun, vilka ansett, att utskottet bort hemställa, att riksdagen, i anledning av Kungl. Maj:ts förevarande förslag och den av herr Björk i ämnet väckta motionen, måtte såsom kapitalökning för fonden för räntefria studielån på extra stat för år 1922 anvisa ett reservationsanslag av 250,000 kronor, att utgå av tillfälliga lånemedel. ",note
"Herr Möller: Herr talman, mina herrar! Jag har tillåtit mig att begära ordet i denna fråga för att vädja till kammaren att inte låta sparsamhetsnitet drivas fullständigt in absurdum. Om nämligen det belopp, som här föreslås ifrån utskottets sida och som jag till min mycket stora förvåning finner, att Kungl. Maj:t också har föreslagit, beviljas, så kan man utan vidare säga, att ändamålet med hela denna institution, dessa räntefria studielån till obemedlade begåvningar, i viss grad blir äventyrat. År 1919 var det första år, då dylika lån på av riksdagen fastställda villkor beviljades. Det var då 713 sökande. Av dessa 713 kunde endast 81 beviljas lån. Det är möjligt, att det antalet var riktigt med hänsyn därtill, att bland de sökande endast ett så ringa antal kunde anses fylla kvalifikationerna i begåvningshänseende för att få lån ur denna fond. År 1920 söktes 695 nya lån, och av dem kunde 85 beviljas, men det berodde därpå, att riksdagen för det året hade ökat anslaget från ursprungliga 100,000 kronor till 150,000 kronor. Dessutom beviljades åt 50 av de 81, som först fått lån, ytterligare lån. För år 1921 höjde riksdagen återigen anslaget med 50,000 kronor, vilket gjorde, att 85 förutvarande låntagare kunde få sina ansökningar om nya lån beviljade, och av 694 : nya ansökningar om lån 82 kunde bifallas, d. v. s. år 1921 hava inalles 1607 studerande erhållit lån ur denna fond. : ",seg
"Om man nu går den vägen, att en förnyad ökning av 50,000 kronor vägras — ökningen har ju som nämnts ända sedan första året varit 50,000 kronor om året — så måste det innebära, att sannolikt blott ett ",seg
Nr 48. 16 Måndagen den 13 juni f. m. ,note
"Om återbetal-ringen, som man av andra skäl kan finna vara lämpligt. Jag vidhåller ",seg
Ning av VisSAm; till rörelseka- mitt yrkande; ,seg
pital för sta- . ,note
"jr ekt Geo Herr Kvarnzelius: I statsverkspropositionen, sådan den förener låg vid denna riksdags början, hade Kungl. Maj:t disponerat vartenda anvisade an- Öre, kan man säga, som finnes och som kommer att inflyta tillhörande slag. denna fond till och med 1922 års utgång. Det var så väl bottenskrapat, (Forts.) att medel icke vid något tillfälle under 1922 skulle hinna att fonderas, utan eftersom de flöto in så skulle de tagas i anspråk för löpande statsutgifter. Nog är det litet underligt, när en finansplan bygger på sådana förutsättningar, att man disponerar medel, avsedda att fonderas, men ej väntar till dess de blivit fonderade, innan man använder medlen ifråga. Det var detta, som föranledde mig att i början av riksdagen skarpt reagera mot det sätt, som regeringen ansåg sig kunna använda ifråga om disponerandet av rusdrycksmedelsfonden. Nu får jag ju säga, att i den nya budgetberäkning, som Kungl. Maj:t har kommit in med, har det förfarits något varsammare. Det blir väl, som den föregående ärade talaren sade, ungefär ett 30-tal millioner eller något mer kvar i rusdrycksmedelsfonden. Det är ju så att denna fond förvaltas av statskontoret, och statskontoret har givetvis ej dessa pengar liggande, så att de kunna disponeras ögonblickligen; de äro placerade på ett eller annat sätt, utlånade för olika ändamål, och en stor del av dem äro placerade i skattkammarväxlar, utgivna av riksgäldskontoret, sålunda använda för upplåning för statsverkets behov. När dessa medel skola tagas i anspråk för täckande av statens löpande utgifter, så måste medel i låneväg uppbringas från armat håll. Det förefaller mig därför, som om det komme att bliva förenat med ungefär lika stora svårigheter för vederbörande myndigheter att taga dessa pengar på sätt utskottet nu föreslår ur statsverkets fond av rusdrycksmedel som att taga dem ur kassaförlagsfonden. Men det är givetvis principiellt oriktigt i att sedan man fått en författning som säger, hur det skall förfaras med vissa medel, att de skola fonderas, man det oaktat har så bråttom att komma åt dessa medel, att man icke ens låter dem bliva fonderade, innan man förbrukar dem. När ifrågavarande författning angiver, att dessa medel i första rummet äro avsedda till bestridande av utgifter, som komma att stå i förening med en avveckling av rusdryckshanteringen och i övrigt att tagas i anspråk vid särskilda tillfällen för visst socialt ändamål, synes det mig, att man i alla fall har tillräckligt vid säkerhetsmarginal särskilt i dessa tider för att denna fond icke skall ”växa i himmelens höjd”. Här blir det givetvis under kommande riksdagar många sociala ändamål, för vilka man mycket väl kan hava användning för dessa fondmedel, utan att man nu behöver bottenskrapa fonden. Det är ur dessa synpunkter, som jag har ställt mig på deras sida, som anse, att man icke bort taga så mycket ur rusdrycksmedelsfonden, som Kungl. Maj:ts ",seg
senaste budgetberäkning innebär. Jag var inom utskottet böjd för att gå en medelväg och sökte jämka ,seg
"Onsdagen den 5 april, e. m. 33 ",note
"Härmed var överläggningen slutad. Herr talmannen framställde propositioner först på godkännande av förevarande paragraf enligt utskottets förslag samt vidare på godkännande av paragrafen i den lydelse, som för motsvarande paragraf föreslagits av herr V. Edward Larson i den av honom avgivna, vid utlåtandet fogade reservationen; och förklarade herr talmannen sig anse svaren hava utfallit med övervägande ja för den förra propositionen. Votering begärdes likväl, i anledning varav nu uppsattes, justerades och anslogs följande voteringsproposition: ",note
"Herr Lindqvist i Halmstad: Herr talman! Med hänvisning till den av mig avgivna, vid detta utskottsutlåtande fogade reservationen och under åberopande av det anförande jag tidigare hållit här i dag, ber jag få yrka, att första paragrafen i utskottets förslag god- ",seg
"kännes, men med den ändring att orden »år 1922» utbytas mot orden »år 1923». ",seg
Andra kammarens protokoll 1922. Nr 26. 3 ,note
Nr 26. ,note
Ang. lag om folkomröstning angående rus” drycksförbud. (Forts.) ,note
"Den, som vill, att kammaren godkänner 8 $ i första lagutskottets förevarande förslag till lag om folkomröstning angående rusdrycksförbud, röstar ",note
Ja; ,note
"Den, det ej vill, röstar Nej; ",note
"Vinner Nej, har kammaren godkänt nämnda paragraf i den lydelse, som för motsvarande paragraf föreslagits av herr V. Edward Larson i den av honom avgivna reservationen. ",note
Omröstningen utföll med 92 ja mot 88 nej; och hade kammaren alltså godkänt paragrafen enligt utskottets förslag. ,note
För 1 $ hade utskottet föreslagit följande lydelse: 18. ,note
"Med fullständigt rusdrycksförbud förstås i denna lag förbud mot att framställa, innehava, införa eller överlåta spritdrycker, vin, öl, pilsnerdricka, som innehåller mer än 27/, viktprocent alkohol, eller annan dryck eller vara med högre alkoholhalt, än nu är sagt, med mindre det äger rum för vetenskapligt, medicinskt, farmaceutiskt, tekniskt eller industriellt ändamål. ",note
"Under år 1922 skall genom sådan allmän folkomröstning, som i $ 49 mom. 2 regeringsformen omförmäles, folkets mening inhämtas angående införandet av fullständigt rusdrycksförbud. ",note
