content,tag,github,protocol_id
Vad gäller den offentliga sektorn säger Lennart Pettersson att den ligger utanför EG och får det att låta som att vi därför inte behöver bekymra oss så mycket Jag tycker att det finns en väldig fara just i att den ligger utanför EG Man tänker inte på vilka konsekvenser dagens integrationsprocess kommer att få för den offentliga sektorn Det är det som är faran Det blir inte konsekvenslöst bara därför att denna sektor inte tagits med i EGsamarbetet,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14203,prot-198990--007
Skattepolitiken kommer naturligtvis att inverka på vår möjlighet att bevara vår välfärd vår socialpolitik och vår familjepolitik Hela fördelningspolitiken bygger på att vi har möjligheter att ta ut skatter den typ av skatter som i en framtida integration kommer att betraktas som handelshinder Det måste man faktiskt inse Det skulle vara klädsamt om socialdemokraterna diskuterade de här frågorna mer seriöst erkände att det finns risker på alla håll och kanter men sade att vi bör ta chansen Vi är tydligen beredda att betala priset Men man skall vara ärlig och säga som det är så att alla andra utanför maktens korridor bör få en möjlighet att på ett reellt sätt ta ställning i denna fråga som faktiskt berör vår framtid på ett mycket avgörande sätt,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14212,prot-198990--007
Prot 198990117 8 maj 1990,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5657,prot-198990--117
Svar på frågor,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5660,prot-198990--117
62,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5663,prot-198990--117
Fram till dess gäller det nuvarande statsbidragssystemet Det bygger på att en fristående skola i statsbidrag för sina elever erhåller vad staten med säkerhet sparar på statsbidrag till det offentliga skolväsendet för dessa elever Låt mig då påpeka att det med utgångspunkt häri inte är relevant att tala om en genomsnittskostnad per elev i tex grundskolan utan att beräkningen bör avse en marginalkostnad Denna är normalt betydligt lägre,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5667,prot-198990--117
För de skolor som har akuta ekonomiska problem har jag hänvisat skolorna till kontakter med resp kommun för att hitta lösningar I flera fall har kommunerna också skjutit till extra kommunala bidrag Waldorfskolan i Norrköping som nu är aktuell fick tex ett extra bidrag på 11 milj kr före jul Detta är enligt uppgift slut Om ytterligera kommunalt bidrag skall lämnas i ett sådant fall eller om andra lösningar skall undersökas är en sak för resp kommun och skola att diskutera,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5676,prot-198990--117
Några åtgärder från regeringens sida är således för närvarande inte aktuella,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5686,prot-198990--117
Anf 150 BIRGER HAGÅRD (m),intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5691,prot-198990--117
Herr talman Jag ber att få tacka statsrådet Persson för svaret på de frågor som AnnCathrine Haglund och jag har framställt,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5695,prot-198990--117
AnnCathrine Haglund är på grund av tjänsteresa i Frankrike tyvärr förhindrad att vara här i dag,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5699,prot-198990--117
I hastigheten råkade statsrådet förväxla våra frågor Det var jag som frågade hur man kan trygga de fristående skolornas existens AnnCathrine Haglund frågade om statsrådet avser att föreslå att ett nytt statsbidragssystem utformas som är sådant att de fristående skolorna inte diskrimineras Den här förväxlingen spelar dock ingen roll Frågorna rör sig ju ändå om samma sak,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5703,prot-198990--117
Tyvärr kan man konstatera att de fristående skolorna för närvarande har stora problem Waldorfskolan i Norrköping Rudolf Steinerskolan är stängd sedan tre veckor tillbaka på grund av brist på medel,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5711,prot-198990--117
Detta gör att i synnerhet det sista avsnittet i statsrådets svar får mig att aktualisera frågan om det behövs tvingande regler i det nya statsbidragssystemet också för de kommunala bidragen Den frågan var uppe 1988 här i riksdagen I budgetpropositionen sade statsrådet Göran Perssons företrädare  det framgår av det då aktuella betänkandet  att han ansåg det vara rimligt att en kommun betalar bidrag till en fristående skola för elever som är mantalsskrivna i kommunen med ett belopp som i princip motsvarar den besparing kommunen gör genom att slippa betala tex skolmåltider och läromedel Statsrådet var dock inte beredd att förorda en absolut regel med denna innebörd De flesta kommuner får betala redan i dag enligt denna princip sade statsrådet då,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5716,prot-198990--117
Utskottet anslöt sig till vad som hade anförts i propositionen Det står i det aktuella betänkandet Har skola godkänts enligt skollagens föreskrifter så att barn i kommunen har rätt att fullgöra sin skolplikt där följer därav som en logisk konsekvens att barn vid sådan skola bör få del av förmåner om vilka kommunen beslutar beträffande skolpliktiga barn Eljest skulle barn till vissa kommuninvånare särbehandlas,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5730,prot-198990--117
Likställigheten ifrågasätts nu I Norrköping tex står man för 7 70 i Kal,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5739,prot-198990--117
Det finns exempel där anhöriga anställts för en arbetstid som långt överskrider 40 veckotimmar,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11544,prot-199495--043
Fru talman I propositionen föreslås också att möjligheter öppnas för landsting och kommuner att i vissa fall träffa avtal om kostnadsansvar för boende som avses i LSS Detta har sin grund i kommunaliseringen av omsorgen och avvecklingen av vårdhemmen vilket i vissa fall leder till stora ekonomiska påfrestningar och då speciellt för mindre kommuner,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11550,prot-199495--043
Ett helt enigt utskott står bakom dessa punkter och vi föreslår också att ikraftträdandet beträffande,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11560,prot-199495--043
LSSLASS senareläggs med en månad till den 1 februari 1995 Skälet till detta är att många hört av sig till oss och påtalat den korta omställningstid som blir resultatet av att riksdagen fattar beslut i denna fråga så nära inpå årsskiftet,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11566,prot-199495--043
Enighet råder också beträffande den frågeställning som Susanne Ebersteins motion So4 innehåller där hon pekar på behovet av att landsting och kommuner kan träffa avtal om kostnadsansvar även för familjehemsplacerade barn Utskottet utgår ifrån att regeringen kommer att överväga den frågan utan att något initiativ behöver tas av riksdagen,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11574,prot-199495--043
Fru talman Skiljelinjen i utskottet handlar om synen på avvecklingen av vårdhemmen Lagstiftningen är entydig avvecklingsplaner skall upprättas och lämnas in till Socialstyrelsen före årets utgång Någon ändring av lagstiftningen har inte skett men däremot uttalade den förutvarande borgerliga utskotts och riksdagsmajoriteten i samband med beslutet om,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11584,prot-199495--043
LSSLASS att vårdhemmen skulle kunna vara kvar,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11594,prot-199495--043
I två motioner från Moderaterna respektive kds upprepas nu detta krav vilket resulterat i en reservation som har stöd av de förutvarande regeringspartierna och Miljöpartiet,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11599,prot-199495--043
Fru talman Frågan om avvecklingen av specialsjukhus och vårdhem är för oss socialdemokrater en fråga om människosyn Det handlar om alla människors lika värde att alla skall få möjlighet att växa i rätt miljö och med rätt förutsättningar Vårdhemmen är ingen bra miljö Det går inte heller att göra om vårdhem till gruppboende på ett tillfredsställande sätt,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11606,prot-199495--043
Det är viktigt att vårdhemmen blir en parentes i vårdoch omsorgshistorien Det finns så oerhört många människor som kuvats och tryckts ned i vårdhemsmiljön Blotta namnet sänder kalla kårar utefter ryggraden på många människor i vårt samhälle,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11616,prot-199495--043
Många av oss i utskottet har träffat Åke Johansson Han besökte utskottet förra mandatperioden och berättade mycket gripande om sitt liv och tiden på,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11624,prot-199495--043
sinneslöanstalt Jag hoppas att de som fått Åkes bok också läst den Den ger en skrämmande bild av en mörk epok i vår historia när det gäller vår syn på handikapp,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11631,prot-199495--043
Jag anklagar inte generellt de som var verksamma på dessa anstalter Inte heller anklagar jag dem som trodde att detta var det naturliga sättet att ta hand om de medmänniskor som var något annorlunda än genomsnittet och som dessutom kanske hade flera funktionshinder även osynliga sådana,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--043.xml#L11638,prot-199495--043
Fru talman Lennart Brunander har frågat mig om regeringen är beredd att utforma ett förslag till mjölkpension för att frigöra mjölkkvot,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3452,prot-199596--005
Jag håller med Lennart Brunander när han i sin fråga konstaterar att Sveriges landskvot är för liten i förhållande till den produktionsförmåga som i dag finns hos landets mjölkproducenter Det är alltid problematiskt att införa ett system som är produktionsbegränsande Landskvoten är en begränsning Om svenska mjölkproducenter producerar mer än 3 303,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3459,prot-199596--005
miljoner kg måste en tilläggsavgift betalas till EU,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3469,prot-199596--005
Det finns en möjlighet till omfördelning av mjölkkvoter inom mjölkkvotssystemet Omfördelning sker via de köp och säljtillfällen som Statens jordbruksverk kommer att administrera Mjölkproducenter som har fått mjölkkvot kan sälja hela eller delar av kvoten medan de som vill producera mer än den kvot de innehar kan köpa sig en större kvantitet Jordbruksverket har fastställt att för nästa köp och säljtillfälle är priset 150 krkg mjölk Det finns möjlighet att prioritera vissa köpare framför andra vid dessa köpoch säljtillfällen Jag anser att det kan vara rimligt att under det första köp och säljtillfället ha en viss prioritering av utökare och nystartare,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3474,prot-199596--005
Dessa köp och säljtillfällen är alltså en åtgärd som avser att lösa de problem som Lennart Brunander pekar på Innan vi har sett effekterna av köp och säljtillfällen är det enligt min mening för tidigt att börja diskutera ytterligare åtgärder,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3488,prot-199596--005
Av vad jag nu har sagt framgår att regeringen inte har för avsikt att utforma ett förslag till mjölkpension,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3496,prot-199596--005
Anf 20 LENNART BRUNANDER (c),intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3501,prot-199596--005
Fru talman Jag tackar jordbruksministern för svaret Eftersom det är negativt kan jag inte säga att jag är nöjd,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3505,prot-199596--005
Mjölkkvoter och fördelning av mjölkkvoter har blivit ett ganska stort bekymmer Dels har det dragit ut på tiden dels har det inneburit att många får betydligt mindre kvot än vad de måste ha för att bedriva en mjölkproduktion på något så när rimliga ekonomiska villkor,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3511,prot-199596--005
Jag var ute och talade med en del mjölkbönder häromdagen Det var en som redovisade att han har haft 30 kor och i dag byggt ut till 60 kor Nu när han får ett slutligt besked får han kvot för 31 kor Han har inte en möjlighet att klara det Detta är inte ett unikt exempel Det är litet grand på det sättet,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3520,prot-199596--005
Orsaken till att det blivit så är naturligtvis att kvoten är för liten Men det beror också på att när man drar ut på fördelningen på det här sättet blir en del av den produktion som annars skulle ha försvunnit kvar Hade vi fått ett köp och säljtillfälle redan i våras skulle det förmodligen ha kunnat lösts på ett bättre sätt,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--005.xml#L3529,prot-199596--005
Fru talman Jag kan hålla med statsrådet om att antalet gömda icke asylbeviljade utlänningar kanske inte skulle bli mindre om man kriminaliserade denna gärning Men det här problemet och det är min fundamentala kritik mot de nuvarande agerandet kan skapa andra problem Människor kan undra varför några när det passar skall få bryta mot gällande lagstiftning och inte andra,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1424,prot-199596--066
Jag vet att många människor här i Sverige nästan de flesta tycker att det finns någon lag som är felaktig Man accepterar dock att den är tillkommen i demokratisk ordning och att man får leva med den Man får försöka agera via politiska partier eller via sina företrädare för att få en ändring till stånd Så länge lagen gäller kan man dock inte ta den i egna händer,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1434,prot-199596--066
Där man har försökt detta har resultatet alltid blivit anarki Det befrämjar sannerligen inte den demokratiska utvecklingen,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1444,prot-199596--066
Det är klart att det är svårt för statsrådet att svara på min fråga om hur stort antal fall det skulle behöva vara fråga om innan man från regeringens sida vidtar åtgärder Statsrådet svarade inte och det kan jag kanske förstå Jag tycker dock att utvecklingen mot bakgrund av vad som gällde 1981 då man diskuterade det här och en utredning rekommenderade straffsanktioner har varit enormt negativ Det antal som diskuterades 1981 är kanske 10  av det antal som är aktuellt i dag,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1450,prot-199596--066
Jag tror inte att detta är en signal till dem som gömmer sig om att de kan fortsätta Men tyvärr kan det fru talman och herr statsråd bli en signal till andra Somliga personer kan tänka att en viss lagstiftning passar inte mig Då struntar jag i den Jag kan peka på och referera till andra som har lyckats med detta utan att samhället gjort mer än att informera Vi har ju sett herr statsråd att informationen om denna fråga hittills misslyckats närmast totalt,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1462,prot-199596--066
Överläggningen var härmed avslutad,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1473,prot-199596--066
6  Hänvisning av ärenden till utskott,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1478,prot-199596--066
Föredrogs och hänvisades,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1481,prot-199596--066
Propositioner,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1484,prot-199596--066
19959636 och 132 till utrikesutskottet,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1487,prot-199596--066
7  Bordläggning,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1492,prot-199596--066
Anmäldes och bordlades,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1495,prot-199596--066
Konstitutionsutskottets betänkande,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1498,prot-199596--066
199596KU23 Offentlighet och sekretess,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1501,prot-199596--066
199596KU24 Några frågor om sekretess,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1504,prot-199596--066
När det gäller familjerådslag tycker jag att det är synd att vi inte även här kunde komma överens så att vi redan nu kunde gå vidare med ytterligare satsningar på familjerådslag jämsides med att metoden utvärderas Det finns så många förtvivlade människor i vårt land som snarast borde få pröva att lösa sin situation genom ett familjerådslag och som borde få känna att även de har rätt att komma med förslag till en lösning och att någon verkligen lyssnar på dem,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7186,prot-199697--112
Söderhamns kommun är den kommun som har kommit längst i landet när det gäller familjerådslag,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7198,prot-199697--112
För mig har denna kommun blivit den goda förebilden och den är värd att studera Familjerådslag är den arbetsmetod som ger de berörda familjerna rätt att vara delaktiga en rätt som alla familjer med problem måste få,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7204,prot-199697--112
Men än är det inte för sent Röstar Centern och,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7212,prot-199697--112
Vänsterpartiet med oss andra  Miljöpartiet Moderaterna Folkpartiet och Kristdemokraterna  och stöder reservation 40 kan familjerådslagen fortsätta utvecklas samtidigt som utvärderingen genomförs,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7217,prot-199697--112
Fru talman Jag passar här på att yrka bifall till reservation 40 som handlar om familjerådslag,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7224,prot-199697--112
Vi i Miljöpartiet vill också tillsätta en kommitté som ser över den sociala lagstiftningen och dess tilllämpning för att skapa ett humanare omhändertagande av barn och en bättre rättssäkerhet,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7230,prot-199697--112
Under den senaste tiden har jag vid ett flertal tillfällen fått uppgifter som gör att rättssäkerheten inom socialtjänsten i vissa fall måste ifrågasättas,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7237,prot-199697--112
Ett flertal personer som utretts har gjort gällande att man vid utredningarna enbart tagit upp det som talar mot dem och då ofta också förstorat det negativa Samtidigt har man medvetet utelämnat det som varit till fördel Många har också upplevt att sanningen har förvanskats Det är även vanligt att sk frivilliga omhändertaganden av barn upplevs som att de sker under hot Många har även uppgivit att de av rädsla för repressalier inte vågar ifrågasätta socialtjänstens beslut eftersom de är rädda för att de skall straffas av socialtjänsten genom att tex umgänget med ett omhändertaget barn försvåras,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7244,prot-199697--112
De påståenden som jag beskrivit har framförts till mig vid ett flertal tillfällen i telefon muntligt och brevledes De har också bekräftats som tillämpliga arbetsmetoder av socialtjänstemän,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7257,prot-199697--112
Det är min övertygelse och förhoppning att de allra flesta socialtjänstemän arbetar på ett annorlunda sätt än vad jag har beskrivit men det finns ändå all anledning att uppmärksamma frågan,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7264,prot-199697--112
När barn far illa är det samhällets skyldighet att ingripa Men sådana ingripanden måste ske med stor försiktighet och på ett rättssäkert sätt Ett felaktigt ingripande kan skapa livslånga sår hos barnet och dess anhöriga och tron på rättssamhället kan för alltid gå förlorad,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7271,prot-199697--112
En annan viktig fråga som vi tar upp är att man bör se över socialsekreterarnas utbildning och införa legitimation för socialsekreterarna Någon som är oerfaren skall inte kunna få hand om utredningar som kan vara avgörande för en människas hela fortsatta liv,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7280,prot-199697--112
Fru talman När det gäller socialtjänstlagen i övrigt anser vi att alla beslut som fattas med stöd av lagen skall kunna överklagas vilket vi yrkade i vår motion I reservationen räknas ett antal situationer upp där vi anser att man skall ha rätt att överklaga men tanken är att det skall gälla alla beslut som fattas med stöd av lagen,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml#L7288,prot-199697--112
Anf 14 Statsrådet PIERRE SCHORI (s),intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--030.xml#L1233,prot-199899--030
Fru talman Viola Furubjelkes interpellation uppmärksammar de nya utmaningarna för 2000talets utvecklingssamarbete Globaliseringen innebär stora möjligheter för världens fattiga men också risker,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--030.xml#L1237,prot-199899--030
Biståndets roll att genom fattigdomsbekämpning fungera som säkerhetsfrämjande faktor uppmärksammas alltmer Utvecklingssamarbetet får en nyckelroll när det gäller att utveckla det gemensamma ansvaret på global nivå,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--030.xml#L1244,prot-199899--030
Mot denna bakgrund ställs frågan om jag är beredd till en bred diskussion om och översyn av biståndsmålen inför 2000talet,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--030.xml#L1252,prot-199899--030
Svaret är ja Det är en angelägen uppgift att i riksdagen och brett i samhället förankra en sammanhållen syn på utvecklingssamarbetets uppgifter inför 2000,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--030.xml#L1258,prot-199899--030
talet,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--030.xml#L1264,prot-199899--030
