content,tag
Det finns i bevillningsutskottets betänkanden ett stycke som handlar omnvad skattereformen kommer att medföran under åren 197172 och fram tilln197475 Det blir en betydande uppräkningn av statsinkomsterna De räknasnupp med 14 19 28 respektive 32 miljardern kronor Ökningen uppgår alltsåntill betydande belopp,seg
ekonomiska frågor både i teoretiskt ochnpraktiskt avseende experter som är heltnfristående Varför inte utnyttja dessanexperter till att få fram ett underlagnav det här slaget,seg
Herr talman Jag instämmer i de yrkandenn som herr Larsson i Umeå harnframställt,seg
Det är också betecknande för hela herr Ljunglunds uppträdande i denna saknatt han gång efter annan kommer med uttrycket den s k handelsdelegationenn Vad finns det för anledning att använda ett dylikt uttryck herrnLjunglund Denna handelsdelegation är lika legitim som vilket annat landsnhandelsdelegation här i landet som helst Om herr Ljunglund har det storanintresse för svenska folkets angelägenheter och välfärd som han vill synasnlägga i dagen bör han kunna förstå att han med ett dylikt uppträdande somndet han låtit komma sig till last här i dag och även annars icke minst i sinntidning gör det svenska folket en synnerligen stor björntjänst Jag kan möjligenn förstå att herr Ljunglund resonerar som så att vi kanske kunna lidanekonomisk förlust till följd av detta uppträdande men att man i den politiskanrenlärighetens intresse ur högersynpunkt sett kan taga den risken Mennherr Ljunglund representerar dock icke hela svenska folket och när man nungått in för legitima förbindelser med ett land som Ryssland får man ocksånfinna sig i den förpliktelse att iakttaga politisk anständighet i sitt uppträdanden som en dylik förbindelse ålägger båda parterna,seg
Nu har herr Ljunglund den uppfattningen att den andra parten icke uppträttn med den konsideration man har rätt att kräva Men det är tills vidarenåtminstone endast herr Ljunglunds privata funderingar ty av de uttalandennsom här presterats från såväl polisen som annat håll framgår icke att någotnkan läggas vederbörande till last Vid sådant förhållande vittnar det om ennbetydlig nervositet att man producerar sig på det sätt som herr Ljunglundnglort Herr Ljunglund har i sin tidning liksom de flesta övriga svenska tidningarn under sju åtta år förklarat att det endast är en tidsfråga när dennnuvarande regimen i Ryssland störtar samman Om så är förhållandet tyckernjag att herr Ljunglund och hans meningsfränder skulle kunna lugna sig litetnoch låta utvecklingen ha sin gång och låta detta sammanstörtande komma utannatt de behöva uppträda såsom de göra Antagligen är man väl numera kanskeninte så säker i tron på att den där omstörtningen skall komma och därför villnman även från svenskt håll medverka i den internationella kamp som för årataln sedan igångsatts för att utifrån söka åstadkomma detta sammanbrott inRyssland Det må vara herr Ljunglunds och hans meningsfränders rätt attnarbeta på den saken men då skola de icke framställa sig som representanternoch talesmän för hela svenska folket utan ärligt och uppriktigt säga ifrån attnde som högermän och borgerliga ha anledning att på alla vägar och med allanmedel motarbeta den nuvarande regimen i Ryssland och medverka till dessnstörtande,seg
Det vore nog så intressant att påvisa vilka krafter som mobiliserats ochnvilka vägar man går för att söka nå detta mål men jag skall inte närmareningå på den saken Jag skall emellertid såväl till herr Ljunglunds som till övrigan politiskt intresserades benägna åtanke be att få hänvisa till en tidningnsom såvitt jag förstår andligen står herr Ljunglund ganska nära en tidningnsom heter Nationen I dess nummer för den 25 maj förekommer en framställningn om hur det i verkligheten förhöll sig med den löjtnant Norberg som blevnanklagad och dömd såsom landsförrädare Tidningen påvisar att denne Norbergn i verkligheten var anställd i den ligas tjänst som sedan många år organiseratsn över hela världen för att om möjligt åstadkomma en omstörtning inRyssland och att han sökte få reda på förhållandena inom Ryssland samt förnatt kunna göra detta nödgades tillfälligtvis göra några tjänster åt de ryska representanternan här i landet Herr Ljunglund har här medvetet eller omedvetetn uppträtt som en aktiv medlem av samma liga och det har jag som sagtninte någon anledning att förmena honom men i den politiska hygienens namnnmåste jag på det bestämdaste säga att man inte bör uppträda så klumpigt somndet förefaller mig att han gjort här och att man i varje fall inte när man dri,seg
20 Nr 7nförst berörde har det visat sig att medelsåtgångenn är så stor att det är nödvändigtn med den föreslagna höjningen,seg
Beträffande punkt 35 har det ju sagtsnatt man förfarit på ett sätt som varitnalldeles för kostsamt De undersökningarn som gjorts har emellertid visat attndet endast i ett enda fall förfarits sånatt onödiga kostnader har uppstått,seg
Under dessa förhållanden har utskottetn ansett att det inte finns någon anledningn att ändra på de förslag somnjustitiedepartementet har framlagt utannkan helt tillstyrka de ökningar av anslagn som har förordats och jag ber herrntalman  för att vara sparsam på mittnsätt  med detta korta inlägg få yrkanbifall till statsutskottets förslag undernpunkt 35,seg
Herr talman Jag vill till min vännherr Anderssons inlägg endast göra dennanmärkningen att hans hänvisning tillnbelastningssiffrorna knappast kan varannågot argument i detta sammanhang Reservationenn vänder sig mot den planeringn man haft för dessa resor som gjortnatt belastningssiffrorna enligt vår meningn blivit onödigt höga,seg
Herr talman Jag anhåller att få yrkanbifall till den vid denna punkt fogadenreservationen,seg
Herr ANDERSSON BIRGER (s)nHerr talman Jag ber att få yrka bifalln till utskottets förslag,seg
ligen fåfängt Men nog har jag vid samtal under hand med åtskilliga riksdagsledamötern fått den uppfattningen att belåtenheten med det av utskottet föreslagnan arrangemanget ingalunda är så allmän som man av det tämligen enhälligan utskottsbetänkandet skulle kunna föranledas förmoda,seg
Emellertid har utskottet vidtagit en förändring på en punkt som jag bernatt särskilt få framföra till beaktande Den gäller begränsningen av utdelningenn på aktierna Utskottet har letts av den känslan och tanken att det härnicke finge lämnas något utrymme för eventuella strävanden hos Kungl Maj ilnatt genom direktiv till tobaksmonopolets ledning tillföra statskassan större inkomstn än som riksdagen till äventyrs skulle ha avsett  korteligen  Inkomstennav det i rörelsen investerade kapitalet skulle vara ringa och bestämd en gång förnalla och vad därutöver skulle uttagas borde uttagas skattevägen,seg
Mot tanken i och för sig har jag intet att erinra jag har för övrigt mångangånger hört den framföras Men å andra sidan måste man medge att den inkomstn som utöver beskattningsvägen skall tillföras staten och måste tillförasnstaten så länge företaget är organiserat som affärsföretag den inkomsten kannicke ändamålsenligt begränsas så snävt som utskottet gjort då utskoitet bunditn utdelningen till 5 Z Det blir en vinst på 1450000 kronor å statens aktieinnehavn och med den ofantliga omslutning som denna affär har kan man ickenutan synnerlig svårighet balansera rörelsen så att vinsten på detta sätt begränsasn Det har utskottet förutsett och därför har man inrättat en vinst och prisregleringsfondn som skall uppsamla överskottet för att sedermera vid eventuelltninträffat underskott lämna en tillgång till täckning Saken kan naturligtvisnordnas på detta sätt men att det blir svårigheter är tydligt och att de kommanatt föranleda icke önskvärda åtgärder i fråga om bokslutet det förutser jag somnen ganska nödvändig följd av detta arrangemang,seg
Utskottet säger 1 fråga om denna räntesats endast följande Enligt propositionenn har utdelningen å preferensaktierna föreslagits till 6 procent vilkennskulle garanteras av staten Då hinder säkerligen icke torde möta för aktiernasnplacering hos lämpliga personer även med en något lägre utdelning har utskottetn föreslagit att denna begränsas till 5 procent Utskottet fäster signtydligtvis vid det för närvarande exceptionellt billiga ränteläget och menar attndet skall bliva lätt att placera dessa aktier till 5 procent Ja om det gäller attnplacera dessa aktier hos kapitalister kan man driva den satsen När det gällernen så trygg placering skall man nog kunna finna personer som äro villiga attnplacera det erforderliga beloppet Men det är här inte fråga om att finna kapitalistern som vilja placera penningar utan meningen är att finna för uppdragetn lämpade medborgare Och det förefaller såsom det icke vore ett demokratisktn drag hos majoriteten inom bevillningsutskottet att på detta sätt förutsättan att det just skulle vara kapital man borde söka Det är människor mannsöker mina herrar och dessa människor äro säkerligen i stor utsträckning ickenkapitalister åtminstone är det absolut icke önskvärt att man förutsätter detnutan att man räknar med att de behöva belåna dessa aktier Ja för dagen kunnan de kanske belånas med 5 Zz men detta gäller ett engagemang för sex år framåtn Jag har skaffat mig en uppgift från riksbanken angående räntan vid aktie,seg
Den huvudsakliga olägenheten med detta arrangemang från min synpunktnsett det är dock att man låter preferensaktiekapitalet följa stamaktiekapitaletnoch binder även detta vid 5 Z Som herrarna erinra sig är avsikten såväl i tobaksmonopoletn som i spritmonopolet att det enskilda intresset skall organiserasnupp på det sättet att Kungl Majt utser ett visst antal enskilda medborgarensom övertaga ett visst antal aktier Man fordrar av dessa medborgare att denskola ha både intresse för saken och förutsättningar för att kunna tillsätta detnantal styrelsemedlemmar som det ankommer på bolagsstämman att utse och nbevaka de affärsmässiga synpunkterna såvitt de kunna ankomma på stämman,seg
jättefonder på 50 miljarder kronor ochnmera Men än viktigare ter sig för ossnde allmänt samhällsekonomiska aspekternan,seg
Om man läser propositionen ellernfolkpartiets motion och reservation fårnman inte mycket ledning vid bedömningenn av den samhällsekonomiskanframtiden Jag förvånar mig inte allsnöver det och i och för sig kritiserarnjag det inte Låt oss alla i den här kammarenn ödmjukt erkänna att vi vet rättnlitet om den svenska samhällsekonomiensn framtidsutsikter Låt oss inte överintecknan framtiden  jag använder herrnAastrups formulering,seg
I pensionssammanhang brukar man junräkna med en ökning av produktionsvolymenn per capita med 15 procent omnåret Det skulle alltså betyda en fördubblingn under en tidrymd av 4050 år avnvad en svensk arbetare producerar omnåret Är då någonting sådant möjligtnJa nog är det tänkbart men vi kan intenvara absolut säkra på att det verkligennblir en sådan gynnsam produktionsutvecklingn Någon på längre sikt verkanden stagnation eller tillbakagång blir detnsannolikt inte det håller jag med herrnAastrup om med vad vi inte vet ärnhur kraftig den framtida produktionsökningenn kommer att bli i vårt land,seg
Man brukar vid dessa prognoser ocksån räkna med en bestående full sysselsättningn på vår svenska arbetsmarknadnVi ställer oss då den frågan Kan vi varansäkra på att undgå arbetslöshetsperiodern Jag tror inte det Det är nog ganskan sannolikt att vad vi har upplevt sedann det senaste världskriget i form avnfull ja överfull sysselsättning kommernatt visa sig vara en undantagsföreteelsenVi kommer nog inte att i framtiden undgån konjunkturernas berg och dalbananDet finns redan nu tecken på den internationellan marknaden som tyder på dennsaken,seg
På tal om den internationella situationenn vill jag påminna om strävandenanatt få till stånd en samordnad europeisknmarknad Vad vi än gör från svensk sidan i det sammanhanget kan vi nog inte,seg
Låt mig herr talman i det sammanhangetn ta upp en annan sak som harnmed de internationella förhållandena attngöra Vi har här i Sverige en levnadsstandardn som hör till de högsta i världenn Antag att vi år efter år fram tillnår 2000 och därefter höjer vår redannförut höga levnadsstandard successivtnmed låt mig säga just de 15 procentennom året Tror de ärade kammarledamöternan att vi i lugn och ro kommer attntillåtas att göra det medan mer än halvan jordens befolkning lever ett liv näransvältgränsen Det finns kanske människorn som inbillar sig det men jag görndet inte Jorden har krympt Genomnkommunikationernas utveckling har vinfått de svältande folken till våra grannarn Både öst och väst tävlar om attnupplysa dessa folk om att de inte behövern ha det så eländigt ställt som denfaktiskt har det,seg
undgå störningar i den svenska ekonomienn,seg
Vad jag här senast pekat på är intenoväsentligt Det är ingenting att ryckanpå axlarna åt Vi gör klokt i att uppmärksamman att det i vår värld ställesnväxande och fullt förståeliga krav på inkomstutjämningn mellan rika och fattiganländer krav på ökade internationella bidragn och lån till de underutveckladenländerna krav på för oss mindre fördelaktigan handelskontrakt o s v Detnär krav som vi i det långa loppet intenkan tillbakavisa,seg
Man kan på det här sättet spekuleranhur som helst om den svenska ekonomiensn framtid men till någon säker slutsatsn kan man inte komma Mitt ärende indetta sammanhang är just att säga attndet kan hända att våra optimistiskanframtidsförutsägelser i dag kommer pånskam och att därför våra dispositionerni pensionsfrågan visar sig vara felaktigtnavpassade,seg
På en i detta sammanhang viktignpunkt har vi emellertid mycket säkernkunskap om vad framtiden bär i sittnsköte Det är beträffande befolkningsutvecklingenn och då närmast det framtidan antalet pensionärer och den fram,seg
Ang sänkning av rösträttsåldern (Forts)nendast fråga om en välbehövlig betänketid i en så stor och viktig sak somnrösträttsåldern,seg
Det är också ett annat skäl som kan anföras mot ett beslut i dag Om motionenn bifalles och rösträttsåldern sänkes till 21 år komma vi alltså att fånuppleva att rösträttsåldern nästa år vid de kommunala valen blir 21 år Rösträttsåldernn beträffande kommunala val är ju ingen grundlagsfråga den ändrasn redan genom ett beslut av denna riksdag Vi skulle alltså nästa år hankommunalval med en rösträttsålder av 21 år Två år därefter kommer sånandrakammarvalet 1944 Då blir det en rösträttsålder av 23 år den nuvaranden rösträttsåldern Det kan inte vara så lämpligt att man får en till 21når sänkt rösträttsålder vid nästa års kommunala val och så en återgång tilln23 år vid riksdagsvalen ett följande år Den saken kan undvikas genomnuppskov med beslutet i år,seg
Dessutom är det ju teoretiskt tänkbart att 1945 års riksdag icke biträderndet beslut som riksdagen i dag kan komma att fatta Det blir då ett onödigtnvirrvarr,seg
Det är herr talman av dessa skäl som vi reservanter ha ansett oss ickenkunna tillstyrka att riksdagen för närvarande fattar beslut i överensstämmelsen med motionerna Jag anhåller alltså herr talman att få yrka avslagnpå utskottets hemställan och bifall till den vid utskottets utlåtande fogadenreservationen,seg
Herr Karlsson Oscar Gottfrid Herr talman Den fråga vi här behandlangäller huruvida man skall utsträcka rösträtten även till de yngre årsklassernand v s så att den även skall gälla dem som föregående år ha fyllt 21 årnDetta är ett krav som vi inom det parti jag har äran tillhöra under en långnföljd av år ha velat förverkliga Men vi ha inte lyckats komma därhän,seg
Vid årets riksdag föreligger det emellertid motioner om denna sak från representantern för samtliga partier här i riksdagen Det är ju då inte att undranpå att vi som vid flera tidigare tillfällen i konstitutionsutskottet föreslagitndenna anordning i år biträtt de motionsvis framförda förslagen därutinnannDet utskottsutlåtande som här föreligger till behandling tillstyrker bifallntill motionerna om införande av 21årsstrecket för rösträtt Detta betyder junherr talman att man får utöva sin rösträtt första gången det år man fyllern22 år,seg
Vid detta utlåtande är emellertid fogad en reservation av tre av utskottetsnledamöter som inte kunnat biträda utskottets förslag De förmena att detnskulle komma att bli svårigheter vid militärförläggningarna eftersom mannpå detta sätt skulle släppa in den politiska propagandan i förläggningarnanDet skulle enligt deras mening göra att stämningen och förhållandena därnskulle bli allt annat än angenäma Dessa reservanter vilja därför att avgörandetn i denna fråga uppskjutes till dess vi få reda på hur den väntade nya försvarsordningenn kommer att te sig vid vilken tid de unga värnpliktiga skolanfullgöra sin värnpliktstjänstgöring vid vilken ålder de komma att fullgöranrepetitionsövningarna Oo s V,seg
Herr Holmström anförde till sist det skälet att man inte vet om 1945 årsnriksdag sedan nästa andrakammarval ägt rum kommer att bifalla ett vilandengrundlagsförslag sådant som det nu föreliggande Då skulle det som herrnHolmström uttryckte sig komma att bli ett virrvarr Ja herr talman jagnmåste säga att om man skulle ta hänsyn till ett sådant skäl skulle det ledantill att man aldrig någonsin skulle våga sig på att föreslå eller genomföranen grundlagsändring Enligt våra grundlagsbestämmelser skall en sådan ändringn konfirmeras sedan nyval till andra kammaren ägt rum Jag tycker att,seg
Herr förste vice talmannen Jag får hemställa att föreliggande utskottsbetänkanden föredrages på det sättet att det företages till avgörande punktvis ochnatt först föredrages punkt 2 sedan punkt 3 och sist punkt 1 med rättighet förndem som begära ordet under punkt 2 att yttra sig om utskottsutlåtandet i dessnhelhet,seg
vi i hög grad gått framåt i fråga om kommunernas skuldsättning och ökatnskattetryck Därför herr talman menar jag att man skall vara försiktig närnman helt enkelt bara kräver att vi nu skola taga bort dessa inskränkande bestämmelsern,seg
Jag skulle så vilja påpeka det inkonsekventa i herr Hages och andras yrkanden i detta fall När man nu framkommer med krav på att taga bort dessaninskränkningar för den speciella fråga om vilken reservationen handlar ochnom vilken man vill skriva till Kungl Majt varför vilja inte herrarna dånnär man som herr Hage gör gällande att majoriteten ensam skall bestämmani konsekvensens namn också taga bort alla andra inskränkningar Är det måhändan inte meningen att nu försöka att taga bort en del för att sedermerannär man fått riksdagen och andra kammaren att ge sig ut på det sluttandenplanet i konsekvensens namn fordra att nu måste vi väl ändå alla vara mednom att taga bort bestämmelsen om kvalificerad majoritet även när det ärnfråga om att bevilja anslag till nya ändamål eller behov eller beviljande avnanslag vartill man skall skaffa medel genom upplåning,seg
Herr talman jag ber för min del att få varna för att man i en hastig vändningn mycket på grund av rmissmod och misstämning hos åtskilliga av kammarensn ledamöter därför att det gått dem emot i Stockholm går med på attnslopa en bestämmelse som riksdagen dock efter mogen och grundlig prövningnhar fastställt med så långt mellanrum som från 1909 till sedermera 1918nDet är efter min uppfattning mycket betänkligt,seg
Herr Hage Herr talman Endast en kort replik till herr Lindman HerrnLindman utgår ifrån att när man skall bedöma lagstiftningen på detta områden skall man avgöra om det har inträffat något sedan 1918 och 1919 Ochnjag utgår ifrån att även för den borgerliga sidan och även för högern bordendet kunna stå klart att här har verkligen inträffat någonting Man kundenmöjligen när man 1918 bestämde att det skulle fordras kvalificerad majoritetn1 vissa frågor säga att man inte visste huru de nya valmanskårerna och derasnrepresentanter skulle förhålla sig inom det kommunala området om de skullenuppträda på ett försiktigt och ansvarskännande sätt då det gällde ekonomiskanengagemang för kommunen eller inte göra det Men därvidlag kan man nu bestämtn påstå att det under dessa år har konstaterats att de representanter somnsläpptes fram av de nya valmanskårerna ha visat sig uppfylla de fordringarnsom kunna ställas på en kommunal representant att han skall taga tillbörlignhänsyn till kommunens ekonomiska förutsättningar Jag framhöll detta i mittnsenaste anförande och när jag gjorde det stod herr Olsson i Kullenbergstorpnmitt framför mig och nickade bifall med huvudet Sålunda kan man nunnästan säga att jag fick instämmande åtminstone från hela bondeförbundshålletn i det avseendet Alltså kan man med bestämdhet säga att sedan vi nunfått denna erfarenhet finns det såvitt jag kan förstå ingen anledning varförnvi skulle behålla dessa inskränkande bestämmelser,seg
I övrigt vill jag i denna fråga påpeka att från socialdemokratiskt håll betraktadesn naturligtvis beslutet av 1918 som en kompromiss Vi ha aldrignnågonsin i princip godkänt det utan givit det vårt stöd endast för att vinnandet mesta möjliga för tillfället Och den kompromiss som den gången ingicksn ha vi ingen skyldighet efter alla dessa år och särskilt med hänsyn tillnvad jag förut påpekat att nu vidbliva,seg
ga på kammarens bord så måste jag komma till det resultatet att därest man Ang åtgärdernpå tullvägen skall säkerställa betodlingen till det pris som nu enligt uppgift för tryggandenbegäres från betodlarhåll måste tullen höjas inte med 4 öre utan med 10 öre sockerbetsodneller åtminstone I öre Något förslag i den riktningen har bevillningsutskottet ling m mnicke framlagt och utskottet har heller icke tillstyrkt någon av de föreliggande  (Forts)ntullmotionerna Detta är helt naturligt ty såsom herr Lövgren i Nyborg redan,seg
 i början av diskussionen anförde frågan kan icke rationellt lösas genom,seg
ett bifall till någon av dessa tullmotioner,seg
Jag skulle vidare vilja säga några ord om de olika sätt på vilka man nu villnvända sig till regeringen I det ena fallet vill man såsom jag redan påpekatnavlåta en skrivelse utan att några som helst riktlinjer blivit angivna Indet andra fallet finner man att utskottet anser sig kunna förutsätta attnKungl Majt icke kommer att lämna någon lämplig åtgärd oförsökt för att befordran åvägabringandet av en rimlig överenskommelse emellan betodlarna ochnsockerbolagen Jag har svårt att finna någon så stor skillnad mellan dessanbägge linjer Icke behöver man väl därför blåsa upp en stor strid som skullenvittna om någon djup klyfta mellan de olika ståndpunkterna i denna sak Menndäremot måste jag säga att det skulle vara synnerligen oklokt om riksdagennredan nu skulle göra en framställning till Kungl Majt som innebure att varnså god och kom med en framställning så är riksdagen villig att votera så ochnså många miljoner eller att höja tullen så och så mycket för att därmed stödjanoch säkerställa betodlingen Jag tror att ett sådant beslut i nuvarande lägenskulle vara synnerligen olyckligt Härtill genmäler man att om riksdagennskriver så måste väl regeringen taga större hänsyn därtill än om man härnblott godkänner de uttalanden som av utskottsmajoriteten blivit gjorda Därutinnann vill jag endast göra en liten erinran Under de senaste dagarna har detni högerpressen och för övrigt även här gjorts gällande att man hyser föga tilltron eller förhoppning om att den sittande regeringen vare sig vill eller kanngöra någonting i den riktning det här gäller Det är då en smula egendomligtnatt man i hast fått så stort förtroende till regeringen att man anser att endastn en skrivelse från riksdagen skall komma regeringen att skyndsamt vidtagan de begärda åtgärderna även om den varken vill eller kan göra det Däremotn tycks man mena att regeringen om vi gå utskottsmajoritetens väg skullengöra ingenting Jag ber att i all anspråkslöshet få erinra om att Sveriges regeringn ansvarar icke blott för vad som göres utan även för vad som underlåtesnOch denna sak måste mer än många andra uppmärksammas av regeringen Harnnågon tvivlat i detta avseende så har ju för övrigt både från statsrådsbänkennoch genom vad här i övrigt förekommit klart och tydligt ådagalagts att intressetn finnes och att riksdagen kräver att denna viktiga fråga i fortsättningennbeaktas av regeringen Jag tror därför herr talman att man gör klokt i attngå utskottsmajoritetens väg Och jag är för min del viss om att kan någontingngöras utan oskäliga uppoffringar så komma åtgärder att vidtagas för att bringan frågan till en lycklig lösning,seg
Innan jag slutar vill jag beröra en sak som såvitt jag vet inte blivit nämndnhär i debatten men som herrarna från betodlingsdistrikten också böra erinransig när det gäller denna fråga Är det så alldeles säkert att icke en ganskanomfattande betodling kommer till stånd även om priset blir åtskilligt lägrenän som nu begäres därest betodlingen verkligen blir fri i detta land Närnman från samma håll med stor skärpa vänder sig mot organisationer som pånandra områden vilja upprätthålla en viss lönestandard vissa arbetsvillkorn0 S V bör man också komma ihåg att vi här kanske ha en situation därnen hård organisation söker åt sig bevara en maktställning och förmåner som intenalltid rimma med det allmänna bästa,seg
Jag kan slutligen icke underlåta att lämna en rent faktisk upplysning på,seg
hade varit begåvade med en direkt statlign investeringsreglering,seg
Ytterligare en synpunkt I en frinekonomi är investeringarnas inriktningnett resultat av samspelet mellan ennmångfald producenters initiativ ochnkonsumenternas önskningar men hurnskola vi vanliga människor få någotnverkligt inflytande över den statsdirigeraden investeringspolitiken Frågannskulle till och med kunna formulerasnså hur skall egentligen riksdagen fånnågon reell medbestämmanderätt Detnfinns en tendens när dessa ting diskuterasn att till förmån för de statliganregleringarna åberopa kortsiktiga effektivitetssynpunktern som kunna spolierandemokratiska värden vilka betyda vidanmer för effektiviteten på längre sikt,seg
Jag är härmed inne på rättssäkerhetensn problem Alla demokratiska meningsriktningarn äro säkert ense omnprincipen om allas likhet inför lagennbegreppet lag då fattat i dess vidsträcktasten mening såsom även inneslutandenadministrativa regler för mänskligtnhandlande Det utmärkande för regleringsekonomienn är att frågor av mångangånger uppenbart rättslig karaktär införhållandet mellan stat och medborgaren i stor utsträckning med förbigåenden av domstolar läggas hos regeringenn Redan detta är allvarligt nognsärskilt om tvisteföremålets värde ärnmycket stort vilket det ofta kan varant ex i en prisfråga om man nu övernhuvud taget kan tala om tvist i ettnsammanhang där den ena parten harnförbehållit sig frågans avgörande Dettantillstånd leder till att de för regleringarnan utsatta medborgarna genom en enkeln administrativ akt kunna berövasnmöjligheten att fortsätta en fullt legitimn näring eller tillfogas stora ekonomiskan förluster Jag har själv tidigarenhaft tillfälle att här i kammaren belysandessa förhållanden med konkreta exempeln från valutaregleringens priskontrollensn och utrikeshandelsregleringensnområden och jag är beredd att lämna,seg
ya exempel härpå i den fortsatta debattenn om så erfordras Vad särskiltnpriskontrollen beträffar är det uppenbartn att dess handhavande även mednde bästa avsikter hos myndigheternanmedför stora risker för rättsosäkerhetnoch godtycke Dessa risker kanske enklastn framgå redan av det faktum attnvärdet av de ärenden som under ettnår avgöras inom priskontrollen undernen icke juridiskt utbildad ordförandesnledning överstiger värdet av samtligancivilmål vid domstolarna,seg
Mot denna bakgrund har man att senvår uppfattning om regleringsväsendetsn oförenlighet med de grundlägganden principerna för ett demokratisktnrättssamhälle,seg
Jag tillåter mig nu fråga får manntolka regeringens förhoppning om ytterligaren steg mot fri samhällsekonomiskn balans därhän att regeringen anslutern sig till målsättningen om fri prisbildningn om fri utrikeshandel om investeringarnasn anpassning till sparandetn genom automatiskt och generelltnverkande medel Frågan är befogad dånstatsministern enligt referat i tidningspressenn förklarat att regeringen åtminstonen vad det gäller huvuddragennalltjämt kvarstår på det socialdemokratiskan efterkrigsprogrammets grund,seg
För att undvika onödig debatt villnjag betona att mig veterligen inga deladen meningar råda om nödvändighetennatt upprätthålla ett jordbruk som instort sett kan tillgodose landets behovnav livsmedel utan att vara beroende avnkastningarna på den internationellanmarknaden Detta förutsätter en politikn som skänker jordbruksbefolkningennlikställighet med dem som arbeta inandra näringsgrenar,seg
Någon tvekan bör väl inte heller rådanom att denna politik skall syfta mot måletn att jordbruket får full täckning förnsina produktionskostnader utan anlitanden av konsumentsubventioner Anslutningenn till jordbrukspolitiken harndock icke den konsekvensen att vi på,seg
kan emellertid icke se att utskottet i det fallet skulle ha gjort sig skyldigt tillnnågon underlåtenhetssynd medan reservanterna däremot mera skulle ha beaktatndenna angelägenhet Jag ser ingenstans i reservanternas förslag att manntagit upp speciellt den frågan Jag vill emellertid påpeka att utskottet i sittnutlåtande framhåller följande Givet är att en utredning för lösande av efterkrigsproblemenn icke kan förbigå vårt lands ekonomiska beroende av utlandetnoch våra internationella förpliktelser Handelspolitiken och för dennas bedrivanden viktiga kulturella förbindelser valutafrågan och andra därmed förknippaden frågor böra sålunda övervägas Återuppbyggandet av de olika internationellan organisationerna bör jämväl ägnas tillbörligt intresse Redan nunbör det från internationella arbetsbyrån begärda samarbetet i fredsberedskapsfrågorn upptagas Det synes nämligen vara av stor vikt även vid lösande av ettnenskilt lands inre problem att intim kontakt upprätthålles med organisationern och strävanden i andra länder Våra möjligheter att rent humanitärt biträdan vid lindrandet av det av krigstiden framkallade läget i många ländernsärskilt de nordiska böra även beaktas i synnerhet som ett snabbt återuppbygganden av näringslivet i de krigshärjade länderna måste vara av ekonomisknbetydelse vid lösande av vårt eget lands problem Jag vet icke om man kannsträcka sig längre men så mycket torde väl i varje fall vara klart att mannFn majoritetens sida ingalunda förbisett denna i och för sig viktiga angelägenhetn,seg
