content,tag
r 141 av herr Velander m fl i anledningn av Kungl Majts framställningarnom anslag till bidrag till jordbrukets rationaliseringn m fl anslag under niondenhuvudtiteln,note
r 142 av herr Larsson Nils Theodornoch herr Franzén i anledning av KunglnMajts framställning om anslag till täckanden av förluster på grund av statlignkreditgaranti,note
r 143 av herr Bengtson och herrnPersson Johan angående förslag tilln1957 års riksdag rörande vattenvårdensnorganisation m m,note
r 144 av herr Hermansson Herbertnm fl om förlängd amorteringstid för,note
r 159 av herr Andersson Axel om,note
r 158 av fru Nilsson m fl om vidgningn av frikretsområdena för telefonsamtaln på landsbygden,note
r 157 av herr Johansson Anders omnutredning angående de tekniska ochnekonomiska möjligheterna att rena s knspillolja,note
r 156 av herr Elfving och herr Andersonn Birger om sammanställning avnvetenskapligt material till belysning avnaktuella ungdoms och uppfostringsproblemn,note
r 155 av herr Åkesson och herr Johanssonn Anders angående en fortlöpanden statistik över trädgårdsnäringens förhållandenn,note
r 154 av herr Ohlsson Ebbe ochnherr Magnusson om åstadkommande avnstatistiskt material över trädgårdsodlingensn lönsamhet m m,note
r 152 av herrar Lodenius och Franzonn om inrättande av ett nytt lantmäteridistriktn i Norrtäljeregionen,note
r 153 av herr Osvald om anslag tillnutbildningskurser för lantmäteriets kontorspersonaln,note
r 151 av herr Andersson Axel m flnom förstärkning av personalen vid länslantmäterikontorenn,note
r 150 av herr Jacobsson m fl omnuppflyttning i högre lönegrad av vissantjänster vid lantmäteristaten,note
r 149 av herr Eskilsson m fl omnåtgärder för att öka tillgången av skogsplantorn,note
r 148 av herr Pålsson m fl omnstatsbidrag till vägsamfälligheter för utföranden av skogsbilvägar av stamvägskaraktärn,note
r 147 av herr Pålsson och herr Anderssonn Lars angående skogsbruketsnoch skogsbygdernas behov av skogsbilvägarn,note
r 146 av herr Ohlsson Ebbe m flni anledning av Kungl Majts framställningarn om vissa anslag till skogsvårdnm m,note
r 145 av herr Hansson m fl om utbyten av en tjänst som förste länsskogvaktaren i Hallands län mot en tjänst såsomn länsskogvaktare i Stockholms län,note
lån från fonden för fiskerinäringens befrämjanden,note
Torsdagen denn7 juni 1979,note
Regionalpolitiken,note
203,note
Nr 7nOnsdagen den,note
14 oktober 1981,note
Allmänpolitiskndebatt,note
75,note
168 Nr B13,note
Onsdagen den 3 december 1958 fm,note
Försäljning till privatpersoner av aktier i Aktiebolaget Statens skogsindustrier och,note
Ang vissanändringarni sparbankslagennn(Forts),note
Nr 33,note
44 Onsdagen den 29 maj e m,note
Nr 153,note
Torsdagen denn24 maj 1984,note
Internationelltnutvecklingssamarbetemn m,note
47,note
Nr 142,note
Torsdagen denn29 november 1973,note
postbanken ochnSveriges kreditbank,note
Samgående mellan,note
Onsdagen den 27 mars Nr 20 21,note
Ang klassiska utbildningslinjer vid vissa allmänna läroverk (Forts)nhelt på ecklesiastikministerns sida Han ansåg således att man borde göranvad ecklesiastikministern föreslagit och han gick i elden mycket ivrigt förnden kungl propositionen Men på min fråga om han inte erkände att sakkunskapenn stod just på den ståndpunkt som jag här refererat att i ett fyraårigtn latingymnasium får man i fråga om de grundläggande kunskapernanvad läroverken avse att ge svarade han öppet och ärligt att det var alldelesn riktigt det är alldeles riktigt det kommer jag inte ifrån Följaktligennvad som här begäres det är att riksdagen skall frångå även den ståndpunktnsom ecklesiastikministern så sent som 1932 med kraft och energi här uppträdden för Nu är det visserligen sant att sedan 1932 har det gått två helanår och med de utvecklingsmöjligheter som ecklesiastikministern visat sig hankan det ju hitta på att hända att han har en annan principiell ståndpunktn1 dag än 1932 men under förutsättning att principen för läroverkens uppgiftnär densamma kan jag inte se någonting annat än att den kungl propositionenngår emot den ståndpunkten,note
Fredagen den 29 mars 1957,note
Nr 11 31,note
Nötboskapsavelns befrämjande Befrämjande i allmänhet av nötboskapsaveln,note
Nr 95nOnsdagen denn31 maj 1972,note
Gymnasieskolansnkompetensvärdenmm,note
66,note
41,note
Finansdebatt,note
27 februari 1980,note
Nr 94nOnsdagen den,note
Prot 19878899n13 april 1988,note
Ändringar i rättshjälps,note
lagen mm,note
154,note
Anslag tillntorpedinskjutningsnnstation inStockholmsnskärgårdn(Forts),note
Nr 38,note
82 Lördagen den 24 maj e m,note
förklarade herr andre vice talmannen sedan han upprepat propositionen på bifallntill utskottets hemställan sig finna denna proposition vara med övervägandenja besvarad,note
Herr Widell begärde votering i anledning varav uppsattes samt efter givennvarsel upplästes och godkändes en så lydande omröstningsproposition,note
Den som bifaller vad statsutskottet hemställt i sitt utlåtande nr 4 punktenn94 röstar 9na,note
NejnVinner Nej avslås utskottets hemställan och antages det förslag som innefattasn i den av herr Widell m fl vid punkten avgivna reservationen ,note
Den det ej vill röstar,note
Sedan kammarens ledamöter intagit sina platser samt voteringspropositionenn efter förnyad uppläsning anslagits verkställdes till en början omröstningnpå det sätt att efter särskilda uppmaningar av herr andre vice talmannen förstnde ledamöter som ville rösta för japropositionen och därefter de ledamöter somnville rösta för nejpropositionen reste sig från sina platser Herr andre vicentalmannen förklarade därpå att enligt hans uppfattning flertalet röstat för japropositionenn,note
Då emellertid herr Widell begärde rösträkning verkställdes nu votering medelstn namnupprop och befunnos vid omröstningens slut rösterna hava utfallitnsålunda,note
Nej  59,note
Ja  66,note
Punkten 95nUtskottets hemställan biföllsn,note
Punkten 96nTades till handlingarna,note
Punkten 97nUtskottets hemställan bifölls,note
Punkten 98nTades till handlingarna,note
Punkterna 99119nVad utskottet hemställt bifölls,note
Punkten 120nTades till handlingarna,note
Punkterna 1212129nVad utskottet hemställt bifölls,note
Punkten 130nLades till handlingarna,note
72 Nr 20,note
Torsdagen den 24 maj 1956 em,note
Punkten 11nArmén Remontering,note
Sedan Kungl Majt i propositionennnr 1 under fjärde huvudtiteln (punktn52) föreslagit riksdagen att i avbidannpå särskild proposition i ämnet tillnifrågavarande ändamål för budgetåretn195657 beräkna ett reservationsanslagnav 400 000 kronor hade Kungl Majtni propositionen nr 110 (punkt 11 s 132n137) föreslagit riksdagen att till samman ändamål för nämnda budgetår anvisan ett reservationsanslag av 400 000nkronor,note
I detta sammanhang hade utskottetntill behandling förehaft två likalydandenmotioner väckta den ena inom förstankammaren av herr Domö m fl (1 39)noch den andra inom andra kammarennav herr Gustafson i Dädesjö m fln(II 59) i vilka hemställts att riksdagenn måtte besluta att 400 remonternskulle inköpas årligen t o m år 1960,note
I till Armén Remontering för budgetåretn 195657 anvisa ett reservationsanslagn av 400 000 kronor,note
Utskottet hemställde att riksdagennmåtte,note
I i anledning av motionerna 139noch II 59 i skrivelse till Kungl Majtnanhålla,note
a) att resultatet av verkställd utredningn rörande inrättandet av civil körskolan och hästdepå vid Strömsholmnmåtte föreläggas 1957 års riksdag,note
b) att utredning måtte verkställas röranden samordning av olika åtgärder förntillgodoseendet av krigsmaktens och näringslivetsn behov av hästar och resultatetn därav föreläggas 1957 års riksdag,note
Reservation hade avgivits av herrarnKarl Andersson Gustaf Karlsson Leandern Näsström Hesselbom Andersson inMalmö Åkerström Andersson i Mölndaln Jansson i Kalix och Karlsson i Olofströmn vilka ansett att utskottet bortnhemställa att riksdagen måtte,note
I till Armén Remontering för budgetåretn 195657 anvisa ett reservationsanslagn av 400 000 kronor,note
II avslå motionerna 139 och II 59,note
Punkten föredrogs och anförde därvidn,note
Onsdagen den 2 mars 1955,note
68 Nr 7,note
Överflyttning av kyrkliga ekonomiska angelägenheter till den borgerliga kom,note
munen m m,note
(Forts),note
arrendeavtal,note
förlängningnav vissa,note
Ang lag om ifrån Då jag nu är inne på den saken och då utskottet i sitt,note
Nr 40,note
50 Onsdagen den 23 maj e m,note
Onsdagen den 27 maj 1959 fm,note
Nr 21 31,note
Allmänna barnbidrag  Bidrag till sjukkassor m m  Driftbidrag till statens järn,note
vägar,note
och invaliders barn jämte i ämnet väcktan motioner,note
Punkten 1nAllmänna barnbidrag,note
Punkten föredrogs och yttrade därvidn,note
Efter härmed slutad överläggning bifölln kammaren utskottets hemställan,note
Punkten 2nUtskottets hemställan bifölls,note
Punkten 3nBidrag till sjukkassor m m,note
Sedan punkten föredragits anförde,note
Vidare yttrades ej,note
Utskottets hemställan bifölls,note
Punkten 4,note
Utskottets hemställan bifölls,note
88nDriftbidrag till statens järnvägar,note
Föredrogs statsutskottets utlåtande nrn120 i anledning av Kungl Majts i statsverkspropositionenn gjorda framställningn om anslag för budgetåret 195960ntill Driftbidrag till statens järnvägarnjämte i ämnet väckta motioner,note
I propositionen nr 1 hade KunglnMajt under sjätte huvudtiteln (punktn62 s 160 och 161 av bilagt utdrag avnstatsrådsprotokollet över kommunikationsärendenn för den 3 januari 1959)nföreslagit riksdagen att till Driftbidragn till statens järnvägar för budgetåretn 195960 anvisa ett anslag avn100 000 000 kr,note
dels två likalydande motioner väcktanden ena inom första kammaren av herrarn Mannerskantz och Sveningssonn(I 226) och den andra inom andrankammaren av herr Setterberg i VilskeKlevan m fl (II 285) i vilka hemställtsn att riksdagen måtte dels uttalanatt åtgärder borde vidtagas för att ennökad andel av vägbyggnadsanslaget nförslagsvis 20 milj kr  avsattes förnersättningsbyggande i samband mednatt driften nedlades på ekonomiskt förlustbringanden bandelar och att systematiskn planläggning av förberörda arbetenn snabbt åvägabragtes under respektiven länsstyrelsers överinseende ochndels till driftbidrag till statens järnvägarn för budgetåret 195960 anvisa ettnanslag av 85 000 000 kr,note
Vid sin behandling av förevarandenfråga hade utskottet förehaft,note
dels ock två likalydande motionernväckta den ena inom första kammarennav herr Sigfrid Larsson m fl (1 227)noch den andra inom andra kammarennav herr Svensson i Stenkyrka m fln(II 287) i vilka hemställts att riksdagenn måtte avslå Kungl Majts förevaranden förslag,note
Statsverkspropositionennn(Forts),note
Nr 3,note
72 Måndagen den 17 januari e m,note
52 Nr 12,note
Utrikesdebatt,note
Onsdagen den 8 mars 1967 fm,note
6 proposition ang tilläggsstat till riksstaten för budgetåret 194041norts)nlandstormen Att döma av de relationer som jag har fått under dessa kortanveckor är det inte ett dugg bättre ställt i landstormen nu än det var 1914ndå jag själv låg ute Landstormsbefälet består ju av alla möjliga slags människorn ur det praktiska livet handlande skollärare symaskinsagenter etcnDet spelar ju ingen roll vad de ha för privat gärning men det betydelsefullanär om de kunna fylla sin uppgift som befäl Det har visat sig både 1914noch nu att där brister det ofantligt Jag vet en förläggning  Jag skallninte tillåta mig att nämna namnet vare sig på den eller de personer som härnspela en viss roll  där man var mycket missbelåten med en viss befälspersonn liksom man som sagt är på många håll Det är enligt min uppfattningnalldeles felaktigt att tro att man blir fullblodsbefäl efter att ha genomgåttndessa nittiotimmarskurser eller hur långa de äro Då jag låg inne 1914nhade vi en stor jordbrukare som högste chef och det sades att han inte ensnhade gjort sin värnplikt Han kunde ha varit bra för det om han bara hadenfått den undervisning som behövdes och haft vid sin sida underbefäl somnhade gått igenom sina kurser Men det brast i detta avseende och situationenn räddades endast därav att det fanns några f d stamanställda som hadenlegat vid sina regementen en fem sex år och som vederbörande kunde frågantill råds Så lyckligt var det inte i det nu aktuella fallet som jag skulle berättan om Man gjorde en direkt hemställan till den person det gällde att tanavsked men han vägrade Då tog förläggningen sig före att skriva tillnhögsta ort och begära en ändring så att personen i fråga bleve avkoppladnoch ersatt med en man ur ledet som hade varit furir vid ett regemente Detntog bara två dar att rätta till saken Jag nämner fallet som ett exempel förnatt visa att de uppgifter man får från vissa håll inte alltid äro osannanSlutligen en tredje liten erinran Det råder lika stor brist på lysoljor somnpå brännoljor eller kanske ännu större Följden blir att stora delar av framföralltn landsbygdens befolkning placeras i samma situation som under förranvärldskriget d v s de bli tvungna att sätta sin lit till karbidlampor ochnparaffinljus Jag var i samma situation då nu har jag elektriskt ljusnoch det är jag glad över Det finns många gårdar som ligga så till attnelektriskt ljus kan inledas men också stora områden som sakna varje möjlighetn att under nuvarande förhållanden få elektriskt ljus Jag skulle därförnvid detta tillfälle vilja ifrågasätta om inte statsmakterna kunde vidta åtgärdern helst vid denna urtima riksdag så att elektriska ledningar utdrogesntill områden där sådana saknas Det skulle betyda inte bara att en mängdnmänniskor sluppe besväret med karbid och paraffin och i stället fingenelektriskt ljus utan även att många arbetslösa finge sysselsättning i ettnsådant företag vilket vore av betydelse i en tid av väntad större arbetslöshetnVid sådana arbeten finnes ju rum för både yrkesarbetare och grovarbetarenJa herr talman det är endast dessa erinringar som jag vid detta tillfällenhar velat framföra,note
36 Nr 2 Tisdagen den 6 augusti 1940 f m,note
Prot 19888960n2 februari 1989,note
ubåtskränkningarnantill internationell skiljedomn,note
Om överlämnande av,note
Överläggningen var härmed avslutad,note
21  Svar på fråga 198889410 om överlämnande av ubåtskränkningarna tillninternationell skiljedom,note
116,note
12 Nr 2,note
Torsdagen den 19 januari 1950 fm,note
Vid remiss av statsverkspropositionen m m,note
Onsdagen den 26 maj 1937 e m Nr 35 149,note
Ang vissa ändringar i lantarbetstidslagen (Forts)npå detta område är fullständigt likgiltigt huruvida det finns förutsättningarneller ej för deras genomförande Det förefaller som om man vill bestrida bådenvår förmåga att bedöma saken och vår goda vilja att göra det bästa möjliganMot detta måste jag inlägga en gensaga,note
Efter härmed slutad överläggning gjorde herr talmannen i enlighet med dendärunder förekomna yrkandena propositioner först på godkännande av samtnvidare på avslag å den nu förevarande paragrafen och förklarade herr talmannenn sedan han upprepat propositionen på paragrafens godkännande signanse denna proposition vara med övervägande ja besvarad,note
Herrar Domö och Ekströmer begärde votering i anledning varav uppsattesnsamt efter given varsel upplästes och godkändes en så lydande omröstningspropositionn,note
Den som godkänner 1  i det av andra lagutskottet i utlåtande nr 48 framställdan lagförslaget röstarnJa,note
Den det ej vill röstar,note
NejnVinner Nej avslås nämnda paragraf,note
Sedan kammarens ledamöter intagit sina platser samt voteringspropositionennånyo upplästs verkställdes till en början omröstning på det sätt att efter särskildan uppmaningar av herr talmannen först de ledamöter som ville rösta förnjapropositionen och därefter de ledamöter som ville rösta för nejpropositionenn reste sig från sina platser Herr talmannen förklarade därpå att enligtnhans uppfattning flertalet röstat för japropositionen,note
Då emellertid herr Domö begärde rösträkning verkställdes nu votering medelstn omröstningsapparat och befunnos vid omröstningens slut rösterna havanutfallit sålunda,note
Ja  71nNej  51nDärjämte hade 4 ledamöter tillkännagivit att de avstode från att röstan3nGodkändesn4 ,note
1 mom i denna paragraf lydde,note
T arbete som avses i 1 8 under 1) må arbetsgivare icke använda arbetarentill arbete under längre tid raster oräknade än för dygn 10 timmar samtnför vecka,note
om första söckendagen i veckan infaller i januari februari eller decembern41 timmar,note
om första söckendagen i veckan infaller i mars oktober eller novembern46 timmar och,note
om första söckendagen i veckan infaller under tiden aprilseptember 54ntimmar,note
Beträffande arbetare som användes uteslutande till djurskötsel skall i ställetn för vad nu sagts gälla att arbetstiden icke må överstiga för dygn 9 timmarnsamt för två veckor i följd 108 timmar,note
litikerna är såväl kompetenta och beredda som starkt motiverade när det Prot 19888963ngäller att ta ett ökat ansvar för skolan Det kan alltså komma att se 8 februari 1989nannorlunda ut vilket även Ylva Johansson var inne på Detta är också en saknsom man måste förstå när man diskuterar dessa frågor,note
Skolans utveckling ochnstyrning,note
Statsrådet säger att jag har medgett att eleverna ibland väljer fel Ja det ärnklart att elever kan välja fel i skolan Det är ett ansvar för föräldrar politikernoch lärare att ge eleverna hjälp så att de kan välja rätt Men vi har också ettnansvar när det gäller att skapa en skola där det finns förutsättningar för attnkorrigera felval Vi har tex talat om ökade valmöjligheter på högstadiet 83,note
Onsdagen den 3 juni 1942 e m Nr 21 107,note
Ang vägväsendets förstatligande (Forts)nde av vägmaskinerna och jag tror till och med att några ha vågat påstå attndet hela också skulle bli billigare,note
ga på kammarens bord så måste jag komma till det resultatet att därest man Ang åtgärdernpå tullvägen skall säkerställa betodlingen till det pris som nu enligt uppgift för tryggandenbegäres från betodlarhåll måste tullen höjas inte med 4 öre utan med 10 öre sockerbetsodneller åtminstone I öre Något förslag i den riktningen har bevillningsutskottet ling m mnicke framlagt och utskottet har heller icke tillstyrkt någon av de föreliggande  (Forts)ntullmotionerna Detta är helt naturligt ty såsom herr Lövgren i Nyborg redan,note
Onsdagen den 17 februari e mm 129 Nr 10,note
Andra kammarens protokoll 1926 Nr 10 9,note
för alkoholistvården,note
Ang anslag,note
 m mn(Forts),note
Nr 39,note
84 Fredagen den 21 maj e m,note
Onsdagen den 10 april e m Nr 26 99,note
Ang undersökning av vårt lands befolkningsfråga m m (Forts)nter in i den där kommittén Om också dessa personer äro aldrig så sakkunnigan hjälper det inte i fall man skall angripa problemet ifrån de synpunkternsom herrarna på högersidan anfört i denna sin motion utan då måste mannangripa det ifrån andra reella och ekonomiska utgångspunkter Då måstenman se till att arbetarna komma i åtnjutande av en sådan levnadsstandardnatt de kunna fostra och utan allt för stora bekymmer skaffa sig de barn somnde nu icke ha råd att skaffa sig och som de icke längre obetänksamt sättantill världen,note
Nr 141 Vid omröstning genom uppresning förklarades flertalet av kammarensnOnsdagen den ledamöter ha röstat för japropositionen Då herr Claeson begärde röst11n december 1974 räkning verkställdes votering med omröstningsapparat Denna omröstn ning gav följandé iutat,note
Riktlinjer för Ja  310,note
bostadspolitiken Nej  17nRR Punkten 4,note
Utskottets hemställan bifölls,note
Skatteutskottets betänkande nr 56,note
Punkterna A och B4B 7,note
Propositioner gavs på bifall till dels utskottets hemställan dels reservationenn av herrar Magnusson i Borås och Nilsson i Trobro och förklaradesn den förra propositionen vara med övervägande ja besvarad Sedann herr Nilsson i Trobro begärt votering upplästes och godkändes följanden voteringsproposition,note
Den som vill att kammaren bifaller skatteutskottets hemställan i betänkandetn nr 56 punkterna A och B4  B7 röstar ja,note
Vinner nej har kammaren bifallit reservationen av herrar Magnussonni Borås och Nilsson i Trobro,note
den det ej vill röstar nej,note
Vid omröstning genom uppresning förklarades flertalet av kammarensnledamöter ha röstat för japropositionen Då herr Nilsson i Trobro begärdenrösträkning verkställdes votering med omröstningsapparat Denna omröstningn gav följande resultat,note
Ja  281nNej  46,note
Punkterna B1B3nKammaren biföll vad utskottet i dessa punkter hemställt,note
Punkten B 8,note
Propositioner gavs på bifall till dels utskottets hemställan dels motionenn nr 1908 av herr Hermansson m fl i motsvarande del och förklaradesn den förra propositionen vara med övervägande ja besvarad Sedann herr Olsson i Stockholm begärt votering upplästes och godkändesnföljande voteringsproposition,note
Den som vill att kammaren bifaller skatteutskottets hemställan i betänkandetn nr 56 punkten B8 röstar janden det ej vill röstar nej,note
192 Vinner nej har kammaren bifallit motionen nr 1908 i motsvarande del,note
Onsdagen den 2 mars 1938 e m Nr 16 89,note
Ang bidrag till nyodling m m å ofullständiga jordbruk (Fortsndenna verksamhet även under de gångna kristiderna Vi motiverade vår framställningn om höjningar av anslaget med bl a just arbetslöshetssynpunkten ochnflera höjningar beslutades också under den tiden Emellertid vore de statsfinansiellan möjligheterna under kristiden mycket begränsade och man vågaden av den anledningen icke ifrågasätta ett alltför kraftigt grepp i statskassann I fjol motiverade undertecknad sin framställning med att det statsfinansiellan läget förbättrats så mycket att tiden var inne att taga ett verkligt kraftigtn tag för att befria verksamheten från den förlamande eftersläpning somnden varit utsatt för Vi ha även i år gått fram med ungefär enahanda motiveringn Jag har velat säga detta för att därmed understryka att den viktigan verksamhet det här gäller nu bör erhålla det behövliga stödet då jagnanser möjligheterna därtill föreligga,note
Onsdagen den 15 februuri 41,note
Vid remiss avnpropositionennnr 90n(Forts),note
Nr 18,note
(Forts),note
rå orubbat ända sedan 1918 såvitt jag minnes rätt ehuru man gång på gång gjortnallmänheten,note
Ang musik denna punkt Och jag kan ännu icke göra klart för mig att det var någranföreställningar bärande skäl för herr statsrådet att söka höja anslaget här Det har stått,note
Nr 17,note
60 Lördagen den 19 mars,note
Tisdagen den 24 maj 1949 fm,note
Anslag till främjande av bostadsförsörjningen,note
Nr 20 39,note
På framställning av herr talmannennbeslöts att den fortsatta överläggningen införevarande fråga skulle uppskjutas tillnaftonsammanträdet,note
Anmäldes och godkändes jordbruksutskottetsn förslag till riksdagens skrivelserntill Konungen,note
r 236 i anledning av väckta motionern om åtgärder för en mera produktivnfiskodling i Kalix älv,note
r 237 i anledning av väckta motionern om vissa ändringar i kungörelsennangående statligt stöd till jordbruketsnyttre och inre rationalisering m m,note
r 240 i anledning av Kungl Majtsnproposition angående anslag till nötboskapsavelnsn befrämjande under budgetåretn 194950,note
r 241 i anledning av Kungl Majtsnproposition angående anslag till statensnsockernämnd för budgetåret 194950,note
r 242 i anledning av Kungl Majtsnproposition angående bemyndigande attnförsälja viss kronan tillhörig fast egendomn m m,note
r 243 i anledning av Kungl Majtsnproposition angående bidrag till bokföringsverksamhetenn inom jordbruket,note
r 244 i anledning av Kungl Majtsnproposition angående åtgärder till stödjanden av oljeväxt samt hamp och linodlingenn m m ävensom,note
r 245 i anledning av Kungl Majtsnproposition angående anslag till vissa nbyggnadsarbeten å Bogesunds egendomnm m,note
Anmäldes och bordlades,note
statsutskottets utlåtanden och memorialn,note
r 176 i anledning av Kungl Majtsnförslag om anslag för budgetåret 1949n50 till avskrivning av nya kapitalinvesteringarn,note
r 177 i anledning av Kungl Majtsnförslag om anslag för budgetåret 1949n50 till avskrivning av oreglerade kapitalmedelsförlustern,note
r 179 angående uppskov med behandlingenn av vissa till utskottet hänvisaden ärenden,note
r 178 angående tilläggsstat II tillnriksstaten för budgetåret 194849 samt,note
bevillningsutskottets betänkanden,note
r 44 i anledning av Kungl Majtsnproposition med förslag till förordningnom ändring i förordningen den 19 no,note
38 Nr 22,note
Onsdagen den 8 maj 1968,note
Inskrivning och redovisning av värnpliktiga,note
Nr 28,note
24 Onsdagen den 2 april f m,note
 12,note
Föredrogos vart för sig statsutskottets utlåtanden,note
r 81 i anledning av Kungl Majts proposition angående uppförande ochninredning av ett laboratorium i flygteknik vid tekniska högskolan,note
r 82 i anledning av Kungl Majts proposition angående särskilt understödn till skolväsendet i skoldistrikt inom Norrland och Dalarna på grund avnkronoparkskolonisation m m jämte en i ämnet väckt motion,note
r 83 i anledning av Kungl Majts under andra huvudtiteln av statsverkspropositionenn gjorda framställning angående anslag till vissa bidrag till kostnadernan för domsagornas förvaltning,note
r 85 i anledning av Kungl Majts proposition angående förstärkning avntionde huvudtitelns anslag till kommittéer och utredningar genom sakkunniga,note
r 84 i anledning av Kungl Majts proposition angående anslag till kammarrättenn för budgetåret 19301931 m m och,note
Kammaren biföll vad utskottet i nämnda utlåtanden hemställt,note
 13,note
Ang lag omnarbetstidensnbegränsning,note
Å föredragningslistan var härefter uppfört andra lagutskottets utlåtandennr 15 i anledning av dels Kungl Majts proposition med förslag till lag angåenden fortsatt giltighet av lagen den 4 juni 1926 (nr 162) om arbetstidens begränsningn dels ock i ämnet väckta motioner,note
Genom en den 28 januari 1930 till riksdagen avlämnad proposition nr 31nvilken hänvisats till lagutskott och behandlats av andra lagutskottet hadenKungl Majt under åberopande av propositionen bilagda i statsrådet och lagrådetn förda protokoll föreslagit riksdagen att antaga följande förslag till,note
Lag,note
angående fortsatt giltighet av lagen den 4 juni 1926 (nr 162) om arbetstidensnbegränsning,note
Härigenom förordnas att lagen den 4 juni 1926 om arbetstidens begränsningn vilken lag gäller till och med den 31 december 1930 skall äga fortsattngiltighet till och med den 31 december 1933 dock att slutbestämmelserna inlagen från och med den 1 januari 1931 skola hava följande lydelse,note
1) I fråga om sådan under tiden för lagens giltighet begången förseelsensom avses i 12 eller 13  skall vad i lagen är stadgat fortfara att gälla ävennefter den 31 december 1933,note
2) Eftergift som med stöd av lag den 17 oktober 1919 den 22 juni 1921neller den 22 juni 1923 om arbetstidens begränsning beviljats utan begränsningn till viss tid skall i den mån vederbörande myndighet ej annorlunda bestämmern fortfarande tills vidare äga giltighet,note
29 maj 1986,note
Prot 198586156,note
Åtgärder med anledningn av kärnkraftsolyckann i Tjernobyl,note
mm,note
r 53 av herr Takman (vpk) om brandförebyggande åtgärdörn I HOMO II fare sein BIR RSS NAN ARSnnr 50 av herr Andersson i Örebro (fp) om underlättandenför mindre företag att exploatera uppfinningar utomIaNUNn TIG 0 te KeA mek Na ön stR BK NA åk ÖN,note
Nr 7174n158 år 1974,note
165,note
Tisdagen den 7 maj,note
Svar på interpellationernnr 46 av herr Stridsman (c) ang tillämpningen av offertsystemetn inom Statsföretag AB  ssssssssere seannr 56 av herr Glimnér (c) om förkortad väntetid förnerkållando sv ögoäprott8   blökuna elen öre RNnnr 61 av herr Pettersson i Kvänum (c) ang socialstyrelsensnförslag till läkarfördelningsprogram för femårsperioden,note
171,note
7,note
178,note
075191 cämepiikee  DNA a vatt ba RR,note
r 45 av herr Svanström (c) om förbud mot utförsel avnäldie kultupföremlltgsG 04 dels eger ögeR VARNA,note
191,note
186,note
r 49 av herr Bengtsson i Göteborg (c) om åtgärder motnmissbruk hos barn av alkohol m m sosssessser rs,note
r 52 av fru Kristensson (m) om bättre kontakt mellannhem OCK told  too  5jolge ere pa EEE see,note
